"Owning Library","Item Barcode","Shelving Location Name","Use Count","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Edit Date","Create Date"
"OCRL-DUBLN","681191001045264","YA","6","The dark side of nowhere : a novel","Shusterman, Neal","1997","YA SHUS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001045388","YA","6","Liar","Morris, Winifred","1996","YA MORR",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001049003","LG-PRNT","8","Where is God when bad things happen? : finding solace in times of trouble","Palau, Luis 1934-","1999","LP 248.86 PALA","200","240","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001058901","YA","6","I'm not who you think I am","Kehret, Peg","1999","YA KEHR",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001058980","YA","10","Confessions of a teenage drama queen","Sheldon, Dyan.","1999","YA SHEL",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001068801","YA","15","The chocolate war : a novel","Cormier, Robert.","1974","YA CORM",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001132130","LG-PRNT","34","A time to love","Lacy, Al","1999","LP FIC LACY",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001132437","LG-PRNT","8","Anybody can do anything","MacDonald, Betty Bard","1999","LP 92 MACDONALD",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001137510","YA","12","Tangerine","Bloor, Edward 1950-","1997","YA BLOR",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001140874","JUV","39","Buster makes the grade","Krensky, Stephen","1999","J BROW",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001142444","EASY-READER","24","A bug, a bear, and a boy go to school","McPhail, David 1940-","1999","E MCPH",,,"0","1","25.00","2019-02-11","2001-07-24"
"OCRL-DUBLN","681191001144317","YA","3","Danger zone","Klass, David","1996","YA KLAS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001144355","YA","9","Swallowing stones","McDonald, Joyce.","1997","YA MCDO",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001148964","LG-PRNT","37","A year by the sea : thoughts of an unfinished woman","Anderson, Joan 1943-","2000","LP 92 ANDERSON",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001149023","YA","3","The century for young people","Armstrong, Jennifer 1961-","1999","YA 909.82 JENN","900","900","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001150273","YA","1","Sunny. Diary two","Martin, Ann M. 1955-","1998","YA MART (PB)",,,"13","1","5.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001150330","YA","3","Dawn. Diary two","Martin, Ann M. 1955-","1998","YA MART (PB)",,,"13","1","5.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001150570","YA","7","Dawn. Diary three","Martin, Ann M. 1955-","1999","YA MART (PB)",,,"13","1","5.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001151453","LG-PRNT","7","Walter Benjamin at the Dairy Queen : reflections at sixty and beyond","McMurtry, Larry","1999","LP 92 MCMURTRY",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001152641","LG-PRNT","4","Grace Livingston Hill","Munce, Robert","1999","LP 92 HILL",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001153694","LG-PRNT","17","Every woman has a story : many voices, many lessons, many lives : true tales",,"1999","LP 305.4 EVER","300","300","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001156805","FIC","47","Saving Faith","Baldacci, David","1999","FIC BALD",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001160462","SCIFI","22","Planet X","Friedman, Michael Jan","1998","SF FRIE (PB)",,,"13","1","5.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001162038","YA","11","The boyfriend war","William, Kate","1994","YA WILL",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001164642","LG-PRNT","35","The reef","Roberts, Nora","1999","LP FIC ROBE",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001167400","LG-PRNT","10","Isaac's storm : a man, a time, and the deadliest hurricane in history","Larson, Erik 1954-","2000","LP 976.4 LARS","900","970","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001182127","SCIFI","42","Dragons of a fallen sun","Weis, Margaret","2000","SF WEIS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001190787","LG-PRNT","2","Even the stars look lonesome","Angelou, Maya 1928-","1998","LP 814.54 ANGE","800","810","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681191001190795","LG-PRNT","1","Nat King Cole","Epstein, Daniel Mark","2000","LP 92 COLE",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001190861","FIC","36","The long road home","Wick, Lori.","1990","FIC WICK",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001191011","LG-PRNT","42","Left behind : a novel of the Earth's last days","LaHaye, Tim 1926-2016","2000","LP FIC LAHA",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001191417","LG-PRNT","34","River's end","Roberts, Nora","1999","LP FIC ROBE",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001193972","YA","13","What Janie found","Cooney, Caroline B.","2000","YA COON",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001195952","YA","7","What became of her : a novel","Kerr, M. E.","2000","YA KERR",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001202735","LG-PRNT","24","Expectant bride","Graham, Lynne","2000","LP FIC GRAH",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001202850","LG-PRNT","35","A marriage betrayed","Darcy, Emma","2000","LP FIC DARC",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001203105","LG-PRNT","46","Mail-order Matty","Richards, Emilie.","2000","LP FIC RICH",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001205693","LG-PRNT","3","Jackie, Ethel, Joan : women of Camelot","Taraborrelli, J. Randy","2000","LP 973.922 TARA","900","970","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001208770","REF","0","Current biography yearbook.",,"1955","REF 920.03 CURR 1999","900","920","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001216675","FIC","22","The blind assassin","Atwood, Margaret 1939-","2000","FIC ATWO",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681191001226624","LG-PRNT","20","A mother for Mollie","McMahon, Barbara","2000","LP FIC MCMA",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001226773","LG-PRNT","32","The edge","Coulter, Catherine","1999","LP FIC COUL",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001228330","LG-PRNT","3","Time to be in earnest : a fragment of autobiography","James, P. D.","2000","LP 92 JAMES",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001235625","NONFIC","4","The complete idiot's guide to being a model","Williams, Roshumba.","1999","746.92 WILL","700","740","13","1","20.00","2019-06-29","2001-07-19"
"OCRL-DUBLN","681191001246891","YA","8","A year down yonder","Peck, Richard 1934-","2000","YA PECK",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248015","YA","23","Angus, thongs and full-frontal snogging : confessions of Georgia Nicolson","Rennison, Louise","2000","YA RENN",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248023","YA","5","Kit's wilderness","Almond, David 1951-","2000","YA ALMO",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248205","YA","2","Pharaoh's daughter : a novel of ancient Egypt","Lester, Julius","2000","YA LEST",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248239","YA","7","Silent to the bone","Konigsburg, E. L.","2000","YA KONI",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248263","YA","6","Cosmos Coyote and William the Nice","Heynen, Jim 1940-","2000","YA HEYN",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001248284","YA","10","Stick figure : a diary of my former self","Gottlieb, Lori.","2000","YA GOTT",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001252102","YA","5","The stones are hatching","McCaughrean, Geraldine.","2000","YA MCCAU",,,"13","1","25.00","2019-06-29","2001-07-30"
"OCRL-DUBLN","681191001252152","YA","13","Spindle's end","McKinley, Robin.","2000","YA MCKI",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001252251","YA","10","Jade green : a ghost story","Naylor, Phyllis Reynolds","1999","YA NAYL",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001252300","YA","9","Cast two shadows : the American revolution in the South","Rinaldi, Ann","1998","YA RINA",,,"13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681191001252326","LG-PRNT","16","RealAge : are you as young as you can be?","Roizen, Michael F.","1999","LP 613.0434 ROIZ","600","610","13","1","25.00","2019-06-29","2001-07-25"
"OCRL-DUBLN","681192000000702","NONFIC","7","Eleven plays of Henrik Ibsen","Ibsen, Henrik 1828-1906","1935","839.82 IBSE","800","830","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000037525","YA","4","The pit and the pendulum, and five other tales","Poe, Edgar Allan 1809-1849","1967","YA POE",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000091418","JUV","16","Lewis and Clark, western trailblazers","Grant, Matthew G.","1974","J 92 LEWIS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000135034","YA","1","Long journey home : stories from Black history","Lester, Julius","1972","YA LEST",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000144514","LG-PRNT","18","In my father's house : the years before The hiding place","Ten Boom, Corrie","1976","LP 92 TEN BOOM",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000153135","JUV","0","The bad times of Irma Baumlein","Brink, Carol Ryrie 1895-1981","1972","J BRIN",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000177636","NONFIC","9","National Geographic picture atlas of our fifty States","National Geographic Book Service","1978","917.3 NATI","900","910","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000188563","FIC","11","Great lion of God","Caldwell, Taylor 1900-1985","1970","FIC CALD",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000200069","LG-PRNT","3","My years with Corrie","Stamps, Ellen de Kroon 1940-","1979","LP 92 TEN BOOM",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000205073","NONFIC","3","Wonders of the world","Clark, Ronald (Ronald William) 1916-1987","1980","001.9 CLAR","000","000","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000234612","YA","2","Wuthering Heights","Wright, Betty Ren","1982","YA WRIG",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000240354","NONFIC","3","Canada's wilderness lands",,"1982","917.2 CANA","900","910","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000240599","JUV","0","The ghosts of Departure Point","Bunting, Eve 1928-","1982","J BUNT",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000242298","JUV","1","The old demon","Buck, Pearl S. (Pearl Sydenstricker) 1892-1973","1982","J BUCK",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000251054","LG-PRNT","3","When bad things happen to good people","Kushner, Harold S.","1982","LP 296.3 KUSH","200","290","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000269515","NONFIC","9","The courage to survive : the life career of the chronic dialysis patient","O'Brien, Mary Elizabeth","1983","617 OBRI","600","610","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000282823","LG-PRNT","21","""Just wait till you have children of your own!""","Bombeck, Erma","1984","LP 305.2 BOMB","300","300","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000282894","LG-PRNT","11","The Stillmeadow road","Taber, Gladys Bagg 1899-1980","1984","LP 818 TABE","800","810","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000293656","JUV","0","Who knew there'd be ghosts?","Brittain, Bill 1930-2011","1985","J BRIT",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000318122","LG-PRNT","5","Blessings in disguise","Guinness, Alec 1914-2000","1986","LP 792 GUIN","700","790","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000319374","NONFIC","5","Ford, the men and the machine","Lacey, Robert","1986","92 FORD","000","090","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000323255","NONFIC","4","My feet are killing me! : Dr. Levine's complete footcare program","Levine, Suzanne M.","1987","617 LEVI","600","610","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000326150","LG-PRNT","2","Wallis and Edward. letters, 1931-1937 : the intimate correspondence of the Duke and Duchess of Windsor","Windsor, Wallis Warfield Duchess of 1896-1986","1987","LP 941.084 WIND","900","940","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000328501","YA","2","After the rain","Mazer, Norma Fox 1931-2009","1987","YA MAZE",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000329786","JUV","0","Dr. Dredd's wagon of wonders","Brittain, Bill 1930-2011","1987","J BRIT",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000340625","YA","9","The island","Paulsen, Gary","1988","YA PAUL",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000340930","LG-PRNT","1","Cousteau : an unauthorized biography","Madsen, Axel","1986","LP 92 COUSTEAU",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000340952","LG-PRNT","18","Grace : the secret lives of a princess","Spada, James","1987","LP 92 KELLY",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000347338","JUV","0","Is anybody there?","Bunting, Eve 1928-","1990","J BUNT",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000352072","LG-PRNT","9","The spy wore red : my adventures as an undercover agent in World War II","Aline Countess of Romanones 1923-2017","1988","LP 940.54 ALIN","900","940","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000364134","YA","10","The road to Memphis","Taylor, Mildred D.","1990","YA TAYL",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000372885","LG-PRNT","20","The ragman's son : an autobiography","Douglas, Kirk 1916-","1989","LP 92 DOUGLAS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000383556","LG-PRNT","12","Not that you asked--","Rooney, Andrew A.","1990","LP 814 ROON","800","810","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000386906","JUV","2","Our sixth-grade sugar babies","Bunting, Eve 1928-","1990","J BUNT",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000388543","LG-PRNT","0","50 simple things you can do to save the Earth",,"1991","LP 363.7 FIFT","300","360","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000388683","FIC","2","In the absence of angels : a Hollywood family's courageous story","Glaser, Elizabeth.","1991","FIC GLAS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000394123","LG-PRNT","4","What I saw at the Revolution : a political life in the Reagan era","Noonan, Peggy 1950-","1990","LP 973.927 NOON","900","970","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000402425","FIC","18","Song of the silent harp","Hoff, B. J. 1940-","1991","FIC HOFF",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000410139","NONFIC","8","The Bermuda Triangle","Berlitz, Charles 1914-2003","1974","001.9 BERL","000","000","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000414640","JUV","0","The battle for the worlds","Bullock, Harold B.","1990","J BULL",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000444282","LG-PRNT","26","Paul Newman","Oumano, Elena.","1990","LP 92 NEWMAN",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000448052","JUV","12","The case of the cat's meow","Bonsall, Crosby 1921-1995","1965","E BONS",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000467029","YA","13","Something to hide","Keene, Carolyn","1989","YA KEEN",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000469939","NONFIC","6","Tales of land and sea","Conrad, Joseph 1857-1924","1953","823.8 CONR","800","820","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000472713","NONFIC","13","Treasury of courage and confidence.","Peale, Norman Vincent 1898-1993","1970","242 PEAL","200","240","13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000502080","JUV","0","Hijacked!","Brightfield, Rick.","1990","J BRIG",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000506710","LG-PRNT","16","Sea War : great naval battles of World War II","Pearce, Frank.","1990","LP 940.54 PEAR","900","940","13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000506873","LG-PRNT","3","Elizabeth : the life of Elizabeth Taylor","Walker, Alexander","c1990","LP 92 TAYLOR",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000510062","LG-PRNT","19","Ava's men : the private life of Ava Gardner","Wayne, Jane Ellen","1990","LP 92 GARDNER",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000511101","LG-PRNT","9","All things wise and wonderful","Herriot, James","1977","LP 636.089 HERR","600","630","13","1","25.00","2019-06-29","2005-04-11"
"OCRL-DUBLN","681192000511644","LG-PRNT","4","Best-loved poems in large print",,"1983","LP 821.008 BEST","800","820","13","1","25.00","2019-06-29","2008-10-08"
"OCRL-DUBLN","681192000513864","YA","6","Jackaroo","Voigt, Cynthia","1986","YA VOIG",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000551252","MYSTERY","23","Dumb witness","Christie, Agatha 1890-1976","2007","MYS CHRI",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","681192000578991","YA","9","And both were young","L'Engle, Madeleine","1983","YA LENG",,,"13","1","25.00","2019-06-29","2001-07-24"
"OCRL-DUBLN","681192000579013","YA","2","Anne of the island.","Montgomery, L. M. (Lucy Maud) 1874-1942","1973","YA MONT",,,"13","1","25.00","2019-06-29","2001-07-17"
"OCRL-DUBLN","sDKHFsghkjhskdjhf","JUV","0","Fungi : : mushrooms, toadstools, molds, yeasts, and other fungi",,,"J 579.5 FUNG","500","570","5","1","25.00","2019-01-24","2019-01-24"
"OCRL-DUBLN","sdfsdfsdf","JUV","0","Historical development of the University System of Georgia, 1932-2002","Fincher, Cameron","2003","HIST GA 378 FINC","300","370","13","1","25.00","2019-04-16","2019-01-24"
"OCRL-GIBSN","31019000005788","ADULT","0","Understanding the risk of diet drugs","Walker, Pam 1958-","2000","616.85 WAL","600","610","13","1","25.00","2019-06-29","2001-09-24"
"OCRL-GIBSN","31019000006216","ADULT","1","Everything you need to know about mehndi, temporary tattoos, and other temporary body art","Weiss, Stefanie Iris.","2000","391.6 WEI","300","390","13","1","25.00","2019-06-29","2001-09-18"
"OCRL-GIBSN","31019000006356","ADULT","3","The first week with my new iMac : a very basic guide for anyone who wants to ""get connected""","Lessing, Pamela R.","2000","004.16 LES","000","000","13","1","25.00","2019-06-29","2001-09-24"
"OCRL-GIBSN","31019000006778","ADULT","7","155 smocking designs","Santoso, Theresa.","1999","746.44 SAN","700","740","13","1","25.00","2019-06-29","2001-09-18"
"OCRL-GIBSN","31019000015878","ADULT","0","Next : the future just happened","Lewis, Michael (Michael M.)","2002","303.4834 LEW","300","300","13","1","25.00","2019-06-29","2001-09-19"
"OCRL-GIBSN","31019000017619","ADULT","1","The complete idiot's guide to camping and hiking","Mouland, Michael.","2000","796.54 MOU","700","790","13","1","25.00","2019-06-29","2001-09-26"
"OCRL-GIBSN","31019000017668","ADULT","1","The complete idiot's guide to trouble-free car care","Ramsey, Dan 1945-","1996","629.28 RAM","600","620","13","1","25.00","2019-06-29","2001-09-26"
"OCRL-GIBSN","31019000020241","ADULT","1","The Joy of photography",,"1991","770 JOY","700","770","13","1","25.00","2019-06-29","2001-09-24"
"OCRL-GIBSN","31019000020365","ADULT","2","John Hedgecoe's new book of photography.","Hedgecoe, John","1994","770 HED","700","770","13","1","25.00","2019-06-29","2001-09-24"
"OCRL-GIBSN","31019000054190","JUV","15","Junie B. Jones and that meanie Jim's birthday","Park, Barbara","1996","J PARK",,,"13","1","25.00","2019-06-29","2001-09-28"
"OCRL-GIBSN","31019000055189","EASY-RDR","16","Pancakes, crackers, and pizza : a book about shapes","Eberts, Marjorie.","1984","E EBER",,,"13","1","25.00","2019-06-29","2001-09-28"
"OCRL-GIBSN","31019000108814","ADULT","0","Chicken soup for the mother's soul 2 : more stories to open the hearts and rekindle the spirits of mothers",,"2001","158.1 CHI","100","150","13","1","25.00","2019-06-29","2001-09-05"
"OCRL-GIBSN","31019000116403","ADULT","2","Selling online : how to become a successful e-commerce merchant","Carroll, Jim 1959-","2001","658.8 CAR","600","650","13","1","25.00","2019-06-29","2001-09-05"
"OCRL-GIBSN","31019000119423","ADULT","1","A deficit of decency","Miller, Zell 1932-2018","2005","172 MIL","100","170","13","1","25.00","2019-06-29","2005-10-07"
"OCRL-GIBSN","31019000119472","ADULT","1","The last dance but not the last song : my story","Bondi, Renée","2002","277.3 BON","200","270","13","1","25.00","2019-06-29","2005-10-07"
"OCRL-GIBSN","31019000130354","ADULT","4","Creative smocking : contemporary design, traditional techniques","Rankin, Chris.","1997","746.44 RAN","700","740","13","1","25.00","2019-06-29","2001-10-02"
"OCRL-GIBSN","31019000130479","ADULT","9","Storey's guide to raising rabbits","Bennett, Bob 1936-","2001","636.9 BEN","600","630","13","1","25.00","2019-06-29","2001-10-02"
"OCRL-GIBSN","31019000130511","ADULT","1","What to expect the first year","Eisenberg, Arlene.","1996","649.1 EIS","600","640","13","1","25.00","2019-06-29","2001-10-02"
"OCRL-GIBSN","31019000131113","ADULT","1","Art of the 20th century",,"1998","709 ART V.2","700","700","13","1","25.00","2019-06-29","2001-10-02"
"OCRL-GIBSN","31019000131261","ADULT","0","Art of the 20th century",,"1998","709 ART V.1","700","700","13","1","25.00","2019-06-29","2001-10-02"
"OCRL-GIBSN","31019000131816","ADULT","0","National Audubon Society field guide to African wildlife","Alden, Peter.","1995","591.96 ALD","500","590","13","1","25.00","2019-06-29","2001-10-03"
"OCRL-GIBSN","31019000134695","ADULT","0","Nurturing your newborn : young parents' guide to baby's first month","Lindsay, Jeanne Warren.","1999","649.1 LIN","600","640","13","1","25.00","2019-06-29","2001-10-05"
"OCRL-GIBSN","31019000135346","BIOGRAPHY","3","Rosa Parks","Brinkley, Douglas","2000","B PARKS",,,"13","1","25.00","2019-06-29","2001-10-05"
"OCRL-GIBSN","31019000136252","ADULT","0","Chicken soup for the country soul : stories served up country style and straight from the heart",,"1998","158.1 CHI","100","150","13","1","25.00","2019-06-29","2001-10-08"
"OCRL-GIBSN","31019000136302","ADULT","2","The firefighter's workout book : the 30 minute a day train-for-life program for men and women","Stefano, Michael.","2000","613.7 STE","600","610","13","1","25.00","2019-06-29","2001-10-08"
"OCRL-GIBSN","31019000136609","ADULT","1","Chicken soup for the soul at work : 101 stories of courage, compassion, and creativity in the workplace",,"1996","158.1 CHI","100","150","13","1","25.00","2019-06-29","2001-10-08"
"OCRL-GIBSN","31019000138670","ADULT","0","The Victoria's Secret catalog never stops coming : and other lessons I learned from breast cancer","Nash, Jennie 1964-","2001","362.19 NAS","300","360","13","1","25.00","2019-06-29","2001-10-12"
"OCRL-GIBSN","31019000145477","ADULT","0","Clichés : over 1500 phrases explored and explained","Kirkpatrick, E. M. (Elizabeth McLaren)","1999","423.1 KIR","400","420","13","1","25.00","2019-06-29","2001-10-29"
"OCRL-GIBSN","31019000150436","ADULT","1","Managing business change for dummies","Evard, Beth L.","2001","658.4 EVA","600","650","13","1","25.00","2019-06-29","2001-11-09"
"OCRL-GIBSN","31019000152457","PICTURE","7","The Pain and the Great One","Blume, Judy","1996","P BLU",,,"13","1","25.00","2019-06-29","2001-11-01"
"OCRL-GIBSN","31019000153075","JUV","1","Penalty shot","Christopher, Matt 1917-1997","1997","J CHR",,,"13","1","25.00","2019-06-29","2001-11-01"
"OCRL-GIBSN","31019000153570","JUV","0","The wish giver : three tales of Coven Tree","Brittain, Bill 1930-2011","1983","J BRI",,,"13","1","25.00","2019-06-29","2001-11-01"
"OCRL-GIBSN","31019000153760","ADULT","0","Shay Pendray's needlecraft projects","Pendray, Shay.","1996","746.44 PEN","700","740","13","1","25.00","2019-06-29","2001-11-05"
"OCRL-GIBSN","31019000155484","ADULT","1","Real life diaries : inspiring true stories from celebrities and real teens",,"2001","305.235 REA","300","300","13","1","25.00","2019-06-29","2001-11-05"
"OCRL-GIBSN","31019000164759","ADULT","0","Consumers digest automotive advisor : the car owner's A-to-Z reference to automotive maintenance and repair","Beam, Thomas J.","2000","629.28 BEA","600","620","13","1","25.00","2019-06-29","2001-12-07"
"OCRL-GIBSN","31019000165509","ADULT","0","The joy of family camping","Gordon, Herb.","1998","796.54 GOR","700","790","13","1","25.00","2019-06-29","2001-12-07"
"OCRL-GIBSN","31019000170632","ADULT","1","And I quote : the definitive collection of quotes, sayings, and jokes for the contemporary speechmaker","Applewhite, Ashton.","1992","808.5 APP","800","800","13","1","25.00","2019-06-29","2001-12-11"
"OCRL-GIBSN","31019000181605","ADULT","2","Beyond the big talk : every parent's guide to raising sexually healthy teens--from middle school to high school, and beyond","Haffner, Debra.","2001","612.6 HAF","600","610","13","1","25.00","2019-06-29","2002-01-08"
"OCRL-GIBSN","31019000185382","ADULT","0","Parenting through crisis : helping kids in times of loss, grief, and change","Coloroso, Barbara","2000","649.1 COL","600","640","13","1","25.00","2019-06-29","2002-01-24"
"OCRL-GIBSN","31019000185556","ADULT","1","The myth of maturity : what teenagers need from parents to become adults","Apter, T. E.","2001","306.874 APT","300","300","13","1","25.00","2019-06-29","2002-01-24"
"OCRL-GIBSN","31019000186174","ADULT","0","Overcoming teen depression : a guide for parents","Kaufman, Miriam.","2001","616.85 KAU","600","610","13","1","25.00","2019-06-29","2002-02-05"
"OCRL-GIBSN","31019000186596","ADULT","0","Cliques : 8 steps to help your child survive the social jungle","Giannetti, Charlene C.","2001","649.125 GIA","600","640","13","1","25.00","2019-06-29","2002-02-05"
"OCRL-GIBSN","31019000189293","ADULT","2","The adult student's guide",,"2001","374 ADU","300","370","13","1","25.00","2019-06-29","2002-01-15"
