"Owning Library","Last Edit Date/Time","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-BRANT","2020-05-22","EASY BUR","Messenger, messenger","Burleigh, Robert.","30301000275103","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAL","High-wire Henry","Calhoun, Mary","30301000101630","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAL","While I sleep","Calhoun, Mary.","30301000009668","book","14.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAR","Northern lullaby","Carlstrom, Nancy White.","30301000101259","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAR","The Devil & Mother Crump","Carey, Valerie Scho","30301000037917","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAR","The great shaking : an account of the earthquakes of 1811 and 1812","Carson, Jo 1946-2011","30301000268603","book","19.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CAS","Sophie and Sammy's library sleepover","Caseley, Judith","30301000101473","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHA","Throw a kiss, Harry","Chalmers, Mary 1927-","30301000072344","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHA","Tim tidies up","Chapouton, Anne-Marie.","30301000232302","book","12.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHO","Ella Sarah gets dressed","Chodos-Irvine, Margaret.","31006000993212","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHR","A Christmas carol : from the story by Charles Dickens",,"31006000623280","book","3.50","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHR","Drawer in a drawer","Christiana, David","30301000107512","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CHR","Jackrabbit goalie","Christopher, Matt 1917-1997","30301000210100","book","6.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CLE","The hullabaloo ABC","Cleary, Beverly","30301000309951","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CLI","My brother fine with me","Clifton, Lucille 1936-2010","31006000702415","book","5.50","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CON","I'll get even","Conaway, Judith 1948-","30301000101226","book","7.35","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COO","Chatterbox Jamie","Cooney, Nancy Evans","30301000021333","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COO","So much","Cooke, Trish.","30301000203345","book","16.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","Money troubles","Cosby, Bill 1937-","31006000673665","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","My big lie","Cosby, Bill 1937-","31006000673707","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","One dark and scary night","Cosby, Bill 1937-","31006000242024","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","One dark and scary night","Cosby, Bill 1937-","31006000673715","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","Super-fine Valentine","Cosby, Bill 1937-","30301000311049","book","12.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","T.J. Flopp","Cosgrove, Stephen.","30301000202552","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","The best way to play","Cosby, Bill 1937-","31006000673673","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","The meanest thing to say","Cosby, Bill 1937-","31006000673699","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COS","The treasure hunt","Cosby, Bill 1937-","31006000673681","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COW","It takes a village","Cowen-Fletcher, Jane","30301000230207","book","20.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COW","Mama zooms","Cowen-Fletcher, Jane","30301000021424","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY COW","The duck in the gun.","Cowley, Joy","31006000702423","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CRA","The man whose name was not Thomas","Craig, M. Jean","31006000701805","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CRE","Bigmama's","Crews, Donald","30301000000386","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CRE","Shortcut","Crews, Donald","30301000101218","book","17.89","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CRO","New kid on Spurwink Ave.","Crowley, Michael","30301000065801","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CUS","Aunt Eater's mystery Christmas","Cushman, Doug","30301000313763","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY CUT","Darcy and Gran don't like babies","Cutler, Jane.","30301000203378","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DAN","The Dandelion Mother Goose",,"30301000034211","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DAY","Frank and Ernest play ball","Day, Alexandra","30301000103198","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DEL","Two is company","Delton, Judy","31006000702449","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DEP","The legend of the Indian paintbrush","DePaola, Tomie 1934-","30301000052890","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DES","Returning Nicholas","DeSaix, Deborah Durland.","30301000245999","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DIL","Rap a tap tap : here's Bojangles think of that!","Dillon, Leo","31006001292796","book","15.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DIL","The beast in the bed","Dillon, Barbara","31006000266064","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DOB","Everybody says","Dobkin, Bonnie.","30301000261707","book","14.10","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DOM","Marilka","Domanska, Janina.","31006000701581","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY DUN","Brave Janet Reachfar","Duncan, Jane 1910-1976","30301000102448","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ELL","Hazel Nutt, Alien Hunter","Elliott, David 1947-","31006003278553","book","16.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY FRE","The magic vase","French, Fiona.","30301000110318","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GAU","Tanya and Emily in a dance for two","Gauch, Patricia Lee","30301000121398","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOB","The gift of the sacred dog","Goble, Paul","30301000268611","book","11.34","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOB","The great race of the birds and animals","Goble, Paul","30301000104485","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOB","The lost children : the boys who were neglected","Goble, Paul","30301000267043","book","18.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOO","A rhinoceros wakes me up in the morning : a bedtime tale","Goodspeed, Peter","30301000104477","book","10.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOO","Goofy takes off : an adventure in Switzerland",,"31006000105155","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOO","I hear a noise","Goode, Diane","30301000061065","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GOO","Where's our mama?","Goode, Diane","30301000066254","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GRE","Alice and the birthday giant","Green, John F. (John Frederick) 1943-","30301000077640","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GRE","Babysitting for Benjamin","Gregory, Valiska.","30301000149522","book","17.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GRI","Grandaddy's stars","Griffith, Helen V.","30301000151288","book","14.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY GRO","Ten little rabbits","Grossman, Virginia.","30301000313862","book","14.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HAG","Hiawatha passing","Hagen, Jeff 1950-","30301000161709","book","16.75","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HAN","Find Waldo now","Handford, Martin.","31006003772712","book","12.95","PINES-GIFT"
"TRRLS-BRANT","2020-05-22","EASY HAR","Aaron's awful allergies","Harrison, Troon","30301000265849","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HAW","The lonely skyscraper","Hawkesworth, Jenny 1943-","31006000630277","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HAY","How the reindeer saved Santa","Haywood, Carolyn 1898-1990","30301000171732","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HEI","Nanuk, lord of the ice","Heinz, Brian J. 1946-","30301000308995","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HEI","Sami and the time of the troubles","Heide, Florence Parry","30301000009619","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HEN","Julius, the baby of the world","Henkes, Kevin","30301000070488","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HIN","Bethany for real","Hines, Anna Grossnickle.","30301000104683","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HOB","Emmet Otter's Jug-Band Christmas","Hoban, Russell","31006003527918","book","14.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HOF","Barkley","Hoff, Syd 1912-2004","31006000703777","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HOO","Moss gown","Hooks, William H.","30301000052528","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HUR","Dan Frontier and the big cat","Hurley, William.","31006002286706","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HUR","No funny business","Hurd, Edith Thacher 1910-1997","30301000105334","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY HUR","The black dog who went into the woods","Hurd, Edith Thacher 1910-1997","31006000703785","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY JAQ","Bo Rabbit smart for true : folktales from the Gullah","Jaquith, Priscilla","30301000192977","book","9.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY JOH","Pages of music","Johnston, Tony 1942-","30301000188405","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY JOH","The elephant's ball","Johnson, Evelyne","30301000039285","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY JON","Matthew and Tilly","Jones, Rebecca C.","30301000070363","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY KES","Emma","Kesselman, Wendy Ann","30301000188702","book","7.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY LEG","A visit from Dr. Katz","Le Guin, Ursula K. 1929-2018","30301000091898","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY LEW","Grandpa comes to stay","Lewis, Rob 1962-","30301000255204","book","13.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MAN","""I am not afraid!"" : based on a Masai tale","Mann, Kenny","30301000261384","book","9.85","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MAY","Just me and my babysitter","Mayer, Mercer 1943-","30301000211231","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MCC","The amazing Felix","McCully, Emily Arnold","30301000043451","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MCM","Growing colors","McMillan, Bruce","30301000108122","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MCM","Nutcracker Noel","McMullan, Kate","30301000265690","book","11.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MUN","A promise is a promise : story","Munsch, Robert N. 1945-","31006000494120","book","11.15","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MUN","David's father","Munsch, Robert N. 1945-","30301000247946","book","10.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MUN","From far away","Munsch, Robert N. 1945-","30301000247953","book","10.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MUN","Show and tell","Munsch, Robert N. 1945-","30301000246609","book","11.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY MUN","The boy in the drawer","Munsch, Robert N. 1945-","30301000247961","book","11.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY NIK","La alegrÌa de ser t˙ y yo","Nikola-Lisa, W.","30301000309258","book","12.30","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY POL","Pink and Say","Polacco, Patricia.","30301000121422","book","16.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY POL","Song of the swallows","Politi, Leo 1908-1996","30301000109278","book","4.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY PRO","The glorious flight : across the Channel with Louis BlÈriot, July 25, 1909","Provensen, Alice","30301000109443","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY RES","Dudley Pippin's summer","Ressner, Philip.","31006000792374","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ROC","Big boss","Rockwell, Anne F.","30301000044004","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ROS","We're going on a bear hunt","Rosen, Michael 1946-","31006002284297","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ROT","Great big guinea pigs","Roth, Susan L.","31006001552199","book","17.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ROU","Mr. Yowder and the lion roar capsules","Rounds, Glen 1906-2002","30301000110235","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ROY","Three ducks went wandering","Roy, Ron 1940-","30301000058624","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY RYL","When I was young in the mountains","Rylant, Cynthia","30301000110151","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY SCH","Albert goes Hollywood",,"30301000188991","book","16.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY SCH","The big hello","Schulman, Janet.","30301000049714","book","12.24","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY SCH","The squiggle","Schaefer, Carole Lexa.","30301000090817","book","18.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY SEN","Outside over there","Sendak, Maurice","30301000050381","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY SKO","Michael","Skorpen, Liesel Moak","31006000266015","book","6.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY STE","The Mud Flat Olympics","Stevenson, James 1929-2017","30301000188348","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY VAN","More tales of Oliver Pig","Van Leeuwen, Jean","31006000325878","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY VIG","I wish Daddy didn't drink so much","Vigna, Judith.","30301000053070","book","11.25","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY WAB","Ira says goodbye","Waber, Bernard","30301000192944","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY WAL","Ty's one-man band","Walter, Mildred Pitts","30301000268744","book","11.34","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY WIL","Lickety Split and his adventure through time","Williams, Harland 1962-","30301000152633","book","7.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY WIL","Uncle Bumble","Williams, Jenny 1939-","30301000112850","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY WON","The tomato patch.","Wondriska, William 1931-","30301000113593","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ZOE","Pooh plays doctor","Zoehfeld, Kathleen Weidner","30301000212841","book","12.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","EASY ZOE","Pooh plays doctor","Zoehfeld, Kathleen Weidner","30301000267423","book","11.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV FIC WIL","Little house in the big woods","Wilder, Laura Ingalls 1867-1957","30301000056453","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 004.6 K","Internet","Koehler, Lora.","30301000151627","book","18.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 004.6 P","Internet for kids! : a beginner's guide to surfing the Net","Pedersen, Ted","30301000202701","book","8.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 004.67 G","You can surf the net!","Gascoigne, Marc.","30301000090593","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 004.678 W","Communicating on the internet","Wolinsky, Art.","30301000238481","book","15.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 025.06 T","Cool sites. Hot stars for kids on the Net","Trumbauer, Lisa 1963-","30301000232401","book","13.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 070.4 L","The furry news : how to make a newspaper","Leedy, Loreen","30301000309274","book","19.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 152.47 L","Everything you need to know about anger","Licata, Renora.","30301000261988","book","16.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 155.937 K","The Kids' book about death and dying",,"30301000083838","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 155.937 S","Everything you need to know about grieving","Spies, Karen Bornemann.","30301000261913","book","16.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 202.9 S","The Doubleday illustrated children's Bible","Stoddard, Sandol","30301000059515","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.1","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000181913","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.10","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079463","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.2","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079398","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.3","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079406","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.4","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079414","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.5","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079422","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.5","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000181921","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.6","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079430","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.7","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079448","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.8","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000079455","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 220 M VOL.9","The Bible story : more than four hundred stories in ten volumes, covering the entire Bible from Genesis to Revelation","Maxwell, Arthur Stanley 1896-1970","30301000192134","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 226 F","Paul and friends","Frank, Penny.","30301000156998","book","7.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 226 M","Jesus the shepherd","Matthews, Leonard 1920-","30301000059937","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 302.2 G","Puff-- flash-- bang! : a book about signals","Gibbons, Gail","30301000018750","book","8.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 303.4 B","Making friends : Katya from Moscow and Star from San Francisco : two eleven-year-old girls discover America together","Beebe, Morton","30301000186078","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 306 M","Hands around the world : 365 creative ways to build cultural awareness & global respect","Milord, Susan","30301000143475","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 306.7 W","Dr. Ruth talks to kids : where you came from, how your body changes, and what sex is all about","Westheimer, Ruth K. (Ruth Karola) 1928-","30301000036125","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 306.87 S","Parents","SolÈ Vendrell, Carme 1944-","30301000143459","book","3.50","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 306.874 B","Special parents, special children","Bernstein, Joanne E.","30301000247698","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 306.874 H","Everything you need to know about teen motherhood","Hammerslough, Jane.","30301000261996","book","16.60","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 323.448 D","Your privacy : protecting it in a nosy world","Dolan, Edward F. 1924-2010","31006002224038","book","14.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 325.73 S","The story of Ellis Island","Stein, R. Conrad","31006000623660","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 328.1 P","How to run a meeting","Powers, David Guy","30301000078853","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 331.7 A","Midstream changes : people who started over and made it work","Aaseng, Nathan","30301000203337","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 333.72 B","Dinosaurs to the rescue! : a guide to protecting our planet","Brown, Laurene Krasny","30301000115481","book","15.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 333.79 C","Exploring energy sources","Catherall, Ed","30301000267209","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 333.792 H","Nuclear energy","Holland, Gini","30301000091773","book","17.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 341.23 W","The United Nations","Woog, Adam 1953-","30301000181608","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 342.73 M","Our changing constitution : how and why we have amended it","Morin, Isobel V. 1928-","30301000247516","book","21.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 342.73 M","The Bill of Rights : how we got it and what it means","Meltzer, Milton 1915-2009","30301000065272","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 353 G","The executive branch of the United States Government","Gilfond, Henry","30301000072377","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 355 G","Without regard to race : the integration of the U.S. military after World War II","Garza, Hedda","30301000244000","book","13.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 355 S","Women in America's wars","Sheafer, Silvia Anne","30301000091492","book","17.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 361.2 L","The kid's guide to social action : how to solve the social problems you choose--and turn creative thinking into positive action","Lewis, Barbara A. 1943-","30301000189882","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 362.1 H","The hospital book","Howe, James 1946-","30301000050704","book","10.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 362.29 L","When someone in the family drinks too much","Langsen, Richard C.","30301000124731","book","14.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-22","JUV NF 362.296 S","Smoking",,"31006001313725","book","38.45","PINES-FICTION"
