"Owning Library","Last Edit Date/Time","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-CAMDN","2020-05-22","JUV NF 158.25 M","How kids make friends : --secrets for making lots of friends, no matter how shy you are","Michelle, Lonnie.","30302000327175","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 333.7 S","Earth book for kids : activities to help heal the environment","Schwartz, Linda.","30302000161525","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 371.335 W","Felt board fingerplays","Wilmes, Liz","31006002914190","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 423.1 Y","The Scholastic rhyming dictionary","Young, Sue 1932-","31006000271155","book","8.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 508.747 G","One day in the woods","George, Jean Craighead 1919-2012","31006001498385","book","5.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 595.7 I","Insects",,"31006000770966","book","6.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 597.96 O","Rattlesnakes","O'Hare, Ted 1961-","31006002969921","book","3.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 599.5 M","Whales : the gentle giants","Milton, Joyce","31006002016533","book","3.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 599.5 W","Whales","Wexo, John Bonnett.","30302000324552","book","14.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 628.9","Fire fighter!","Royston, Angela 1945-","31006001381508","book","3.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 635 B","Ready, set, grow! : a guide to gardening with children","Bales, Suzanne Frutig.","31006002974780","book","17.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 641.5 D","Paula Deen's my first cookbook","Deen, Paula H. 1947-","31006002925428","book","21.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 701.15 G","Art matters","Gaiman, Neil","31006003733813","book","19.99","PINES-NONFICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 784.6 C","The book of kids songs : a Holler-along handbook","Cassidy, Nancy.","31006002957975","book","11.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 796.0922 G","Famous athletes","Goodman, Michael E.","31006003247228","book","5.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 796.342 W","How to play tennis : learn how to play tennis with the Williams sisters","Williams, Venus 1980-","31006000897504","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 810.8 T","Thanks & giving all year long",,"31006001163336","book","17.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 910 A VOL.1","Explorers : from ancient times to the space age",,"31006002076990","book","15.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 910 A VOL.2","Explorers : from ancient times to the space age",,"31006002076859","book","15.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 940.54 K","Pearl Harbor","Krensky, Stephen","31006000094912","book","4.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","JUV NF 948.02 C","The Vikings","Chapman, Gillian.","31006002929453","book","2.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 158.1 G","The goddess of happiness : a down-to-earth guide for heavenly balance and bliss","Gisonni, Debbie.","31006001105410","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 170.44 C","How we behave at the feast : reflections on living in an age of plenty","Currie, Dwight.","30302000535868","book","21.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 179 P","Beautiful souls : saying no, breaking ranks, and heeding the voice of conscience in dark times","Press, Eyal.","31006002697357","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 200.71 F","The faith-filled classroom : top 10 ideas that really work",,"31006000082644","book","6.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 215 A","Why science does not disprove God","Aczel, Amir D","31006500025861","book","27.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 222.4092 L","Facing your giants : a David and Goliath story for everyday people","Lucado, Max.","31006001491224","book","24.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 231.6 G","God's love for you : hope and encouragement for life","Graham, Billy 1918-2018","31006002044295","book","15.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 231.73 R","Miracles can be yours today","Robertson, Pat.","31006002050839","book","22.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 232.91 B","The two Marys : the hidden history of the mother and wife of Jesus","Browne, Sylvia","31006002070837","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 241.4 O","Every day a Friday : how to be happier 7 days a week","Osteen, Joel","31006002664290","book","24.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 242 E","Straight from the heart for couples","Exley, Richard","30302000550669","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 248.4 M","Help me, I'm worried! : overcoming emotional battles with the power of God's word","Meyer, Joyce 1943-","31006001195205","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 248.4 M","The mind connection : how the thoughts you choose affect your mood, behavior, and decisions","Meyer, Joyce 1943-","31006003581667","book","24.00","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 248.4 O","Think better, live better : a victorious life begins in your mind","Osteen, Joel","31006003472354","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 248.4 O","Your best life now : 7 steps to living at your full potential","Osteen, Joel.","31006003285855","book","19.95","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 248.843 M","100 ways to simplify your life","Meyer, Joyce 1943-","31006003359635","book","16.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 291.2103 L","Dictionary of gods and goddesses, devils and demons","Lurker, Manfred","30302000123434","book","15.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 306.874 M","Do I know you? : living through the end of a parent's life","Moskowitz, Bette Ann.","30302000419915","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 306.89 A","We're still family : what grown children have to say about their parents' divorce","Ahrons, Constance R.","31006000854463","book","24.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 306.89 P","Co-parenting 101 : helping your kids thrive in two households after divorce","Philyaw, Deesha.","31006003014701","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 332.024 D","E-Banking : managing your money and transactions online","Dixon, Mary","06002962132","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 332.024 O","The money book for the young, fabulous & broke","Orman, Suze.","31006000977538","book","24.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 332.024 O","The money class : learn to create your new American dream","Orman, Suze","31006002630952","book","26.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 332.024 O","The road to wealth : a comprehensive guide to your money : everything you need to know in good and bad times","Orman, Suze","31006000124867","book","29.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 340 D","Attorney for the damned","Darrow, Clarence 1857-1938","30302000250930","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 344.7302 M","Social security, medicare & government pensions","Matthews, J. L. 1946-","31006002033454","book","30.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 364.151 H","Defining the horrific : readings on genocide and Holocaust in the twentieth century",,"31006001392836","book","43.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 364.1523 C","Mockery of justice : the true story of the Sheppard murder case","Cooper, Cynthia L. 1950-","30302000106553","book","24.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 364.154 H","Long march to freedom : Tom Hargrove's own story of his kidnapping by Colombian narco-guerillas","Hargrove, Thomas R.","31006000069823","book","23.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 370.975 L","To raise myself a little : the diaries and letters of Jennie, a Georgia teacher, 1851-1886","Lines, Amelia Akehurst","30302000245575","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 371.02 K","The parents' guide to alternatives in education","Koetzsch, Ronald E.","30302000418594","book","17.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 371.04 W","The home school manual : plans, pointers, reasons, and resources","Wade, Theodore E.","30302000509814","book","30.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 371.042 B","The well-trained mind : a guide to classical education at home","Bauer, Susan Wise","31006000833046","book","39.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 371.042 H","Homeschooling, the middle years : your complete guide to successfully homeschooling the 8- to 12-year-old child","Henry, Shari.","31006000065367","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 371.144 P","Praxis I/PPST exam, 2003 : preparation for the Praxis series",,"31006000568766","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 372.21 S","The complete book of activities, games, stories, props, recipes, and dances for young children","Schiller, Pamela Byrne","31006002012490","book","29.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 378.1662 K","Kaplan ACT",,"31006001229210","book","19.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 378.1662 R","McGraw-Hill's SAT 2400! : a sneak preview of the new SAT I verbal section","Rozakis, Laurie.","31006000885061","book","18.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 378.1664 G 2006","GRE exam : comprehensive program",,"31006000794701","book","35.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 378.73 C","Researching colleges on the world wide web","Cochrane, Kerry.","30302000337455","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 381.17 G","E-auctions : bidding, buying, and selling at eBay and other online auction sites","Gralla, Preston.","31006002962025","book","17.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 391.65 P","Hot bodies, cool styles : new techniques in self-adornment","Polhemus, Ted.","31006001277862","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 395.22 L","The complete idiot's guide to the perfect wedding","Lenderman, Teddy.","30302000369367","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 411.01 L","The alphabet effect : the impact of the phonetic alphabet on the development of western civilization","Logan, Robert K. 1939-","30302000241160","book","9.98","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 422.03 B","The Barnhart dictionary of etymology",,"30302000122626","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 423.1 O","The Oxford reverse dictionary","Edmonds, David (David J.)","31006000135301","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 428.2 O","Woe is I : the grammarphobe's guide to better English in plain English","O'Conner, Patricia T.","30302000184584","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 463 W","The new international Webster's Spanish & English dictionary","Williams, Edwin B. (Edwin Bucher) 1891-1975","30302000464895","book","15.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 A","Frontiers : new discoveries about man and his planet, outer space, and the universe","Asimov, Isaac 1920-1992","30302000236301","book","19.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 K","Munching maggots, Noah's flood & TV heart attacks : and other cataclysmic science moments","Kruszelnicki, Karl 1948-","30302000509277","book","14.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 S","Billions and billions : thoughts on life and death at the brink of the millennium","Sagan, Carl 1934-1996","30302000393524","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 S","Science explained : the world of science in everyday life",,"30302000256101","book","45.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 S VOL.2","Strange & unexplained happenings : when nature breaks the rules of science",,"31006002070993","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 500 S VOL.3","Strange & unexplained happenings : when nature breaks the rules of science",,"31006002070985","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 501 M","The Mind of God & other musings : the wisdom of science",,"30302000297477","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 510.76 S","The Smart guide to practical math","Stein, James D. 1941-","31006003071362","book","18.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 512.7 A","Asimov on numbers","Asimov, Isaac 1920-1992","30302000236707","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 513.1 L","Basic college mathematics.","Lial, Margaret L.","31006003285772","book","134.00","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 520 C","The cosmos from space","Clark, David H.","30302000236764","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 520 T","Space, time, infinity : the Smithsonian views the universe","Trefil, James 1938-","30302000236848","book","29.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 523.2 G","The privileged planet : how our place in the cosmos is designed for discovery","Gonzalez, Guillermo","31006001386002","book","27.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 523.3 M","The big splat, or, How our moon came to be","Mackenzie, Dana.","31006000597476","book","24.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 530.01 C","The hole in the universe : how scientists peered over the edge of emptiness and found everything","Cole, K. C.","31006000919944","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 530.1 E","Relativity : the special and the general theory","Einstein, Albert 1879-1955","30302000237127","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 530.11 T","Black holes and time warps : Einstein's outrageous legacy","Thorne, Kip S.","30302000059521","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 530.142 K","Hyperspace : a scientific odyssey through parallel universes, time warps, and the tenth dimension","Kaku, Michio","30302000060628","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 537 B","Electric universe : the shocking true story of electricity","Bodanis, David","31006000992784","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 539.72 L","The end of physics : the myth of a unified theory","Lindley, David 1956-","30302000022248","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 550 A","Exploring the earth and the cosmos : the growth and future of human knowledge","Asimov, Isaac 1920-1992","30302000237275","book","13.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 550 B","The miracle planet","Brown, Bruce 1950-","30302000237309","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 551.2 F","Out of the crater : chronicles of a volcanologist","Fisher, Richard V. (Richard Virgil) 1928-2002","30302000507727","book","17.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 551.792 B","The ice finders : how a poet, a professor, and a politician discovered the Ice Age","Bolles, Edmund Blair 1942-","30302000507966","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 572 M","Letters from the field, 1925-1975","Mead, Margaret 1901-1978","30302000239966","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 577.8 L","Despicable species : on cowbirds, kudzu, hornworms, and other scourges","Lembke, Janet","30302000507628","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 581.5 A V.1","The private life of plants : a natural history of plant behaviour","Attenborough, David 1926-","30302000086235","book","26.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 581.6809758 P","Protected plants of Georgia : an information manual on plants designated by the state of Georgia as endangered, threatened, rare, or unusual","Patrick, Thomas S.","31006002018059","book","35.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 590.92 G","Reason for hope : a spiritual journey","Goodall, Jane 1934-","30302000482939","book","26.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 613.84 W","The world of caffeine : the science and culture of the world's most popular drug","Weinberg, Bennett Alan.","31006000371203","book","17.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 613.954 R","I'm not in the mood : what every woman should know about improving her libido","Reichman, Judith.","30302000444178","book","21.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 616.89 S","Women's moods : what every woman must know about hormones, the brain, and emotional health","Sichel, Deborah.","30302000536569","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 627.82 D","Building Hoover Dam : an oral history of the Great Depression","Dunar, Andrew J.","30302000462907","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 629.2872 L","Essential car care for women","Little, Jamie 1978-","31006003041134","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 629.28772 B","Bicycling magazine's complete guide to bicycle maintenance and repair : including road bikes and mountain bikes",,"30302000417588","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 636.8 B","Your cat : the owner's manual : hundreds of secrets, surprises, and solutions for raising a happy, healthy cat","Becker, Marty 1954-","31006002671808","book","25.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 641.5635 P","Prevention's stop dieting & lose weight cookbook : featuring the 7-step get-slim plan that really works",,"30302000516470","book","28.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 643.7 W","Whole house repair guide : over 300 step-by-step repairs",,"31006003306628","book","17.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 648.8 D","The organized life : secrets of an expert organizer","Denton, Stephanie 1966-","31006002964773","book","14.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 649.122 E","What to expect the first year","Eisenberg, Arlene.","31006002893428","book","14.95","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 649.65 R","Everything you never wanted your kids to know about sex, (but were afraid they'd ask) : the secrets to surviving your child's sexual development from birth to the teens","Richardson, Justin 1963-","31006000568097","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 688.722 F","Identifying Barbie dolls : the new compact study guide and identifier","Fennick, Janine.","31006000223156","book","13.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 797.1224 C","A canoeing and kayaking guide to the streams of Florida","Carter, Elizabeth F. 1939-","30302000476717","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 812.54 W","A streetcar named Desire","Williams, Tennessee 1911-1983","31006002034114","book","8.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 883 H","The Odyssey","Homer","31006002047306","book","10.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 910.9164 S","Black wave : a family's adventure at sea and the disaster that saved them","Silverwood, John.","31006002012367","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 911 G","National Geographic atlas of world history","Grove, Noel","31006000290254","book","40.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 914 S 2012","Rick Steves' best of Europe.",,"31006003348596","book","27.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 914.53104 B","Venice & the Veneto","Boulton, Susie","31006002917979","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 917.104 F","Fodor's 2000 Canada.",,"30302000506091","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 917.587 B","Georgia historical markers","Boyd, Kenneth W. 1938-","30302000260988","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 920 H","The good old boys.","Hemphill, Paul 1936-2009","30302000148266","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 940.53 P","The path to victory : the Mediterranean Theater in World War II","Porch, Douglas","31006000857631","book","35.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 940.5426 W","Day one : before Hiroshima and after","Wyden, Peter.","30302000149207","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 974.402 H","Saga of the Pilgrims : from Europe to the New World","Harris, John 1908-","30302000081715","book","14.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","NON FIC 975.802 S","Kingsland","Stahle, Patrizia Fam‡.","31006003262177","book","21.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","NON FIC 975.8746 C","Camden County, Georgia.",,"31006003163904","book","10.00","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","PUPPET PASS 2017","Georgia public libraries passport to puppetry : from the page to the stage : discover puppetry, discover literature",,"31006003554896","statepass","50.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","REF 305.8 A","We the people : an atlas of America's ethnic diversity","Allen, James Paul.","30302000291348","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","REF 342.75802 H","The Georgia State Constitution : a reference guide","Hill, Melvin B.","30302000258610","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","REF 903 C","Dictionary of historical terms","Cook, Chris 1945-","30302000486146","book","10.98","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","REF 917.59 F","Florida atlas & gazetteer.","DeLorme Publishing Company","30302000291355","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 158.1 C","Chicken soup for the teenage soul's the real deal : challenges : stories about disses, losses, messes, stresses & more",,"31006001539253","book","15.00","PINES-NONFICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 B","Computers","Brunoli, Joseph A.","31006001156918","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 B","Fashion","Beckett, Kathleen.","31006001156926","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 C","Kids","Curless, Maura Rhodes 1959-","31006001156876","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 K","Cars","Krebs, M. (Michelle)","31006001156868","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 L","Office","Longshore, Shirley J.","31006001156934","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 M","Travel","Miller, Robert F. (Robert Finch) 1944-","31006001156900","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 P","Emergencies","Peterson, Linda 1949-","31006001156884","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 P","Entertainment","Peterson, Linda 1949-","31006001156819","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 331.702 P","Health care","Poole, Kathleen H.","31006001156835","book","9.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 332.1 S","Opening a bank account","Schwartz, Stuart 1945-","30302000528095","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 361.7634 G","The American Red Cross","Gilbo, Patrick F.","30302000533137","book","18.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 362.296 M","The truth about smoking","McCay, William","31006001253715","book","35.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 362.296 T","Teen smoking",,"30302000515290","book","23.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 362.50973 P","Poverty : opposing viewpoints",,"31006001992049","book","22.50","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 362.74 B","Living at the edge of the world : a teenager's survival in the tunnels of Grand Central Station","S., Tina.","31006002062404","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 362.74 H","Missing and murdered children","Hyde, Margaret O. (Margaret Oldroyd) 1917-2013","31006000202051","book","18.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 363.25 P","Forensics","Platt, Richard","31006001539634","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 363.289 C","Bounty hunter","Cefrey, Holly.","31006000756031","book","12.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 364.36 G","Teen violence","Goodwin, William 1943-","30302000538417","book","23.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 371.01 Y","Schools","Yancey, Diane","30302000538409","book","23.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 371.8 S","Help! my teacher hates me","Schneider, Meg F.","30302000500094","book","8.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 373.12 V","Teen dropouts","Vollstadt, Elizabeth Weiss 1942-","30302000515472","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 373.18 D","How to survive high school : a student's guide","Dunnahoo, Terry.","30302000475586","book","7.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 373.238 C","If high school is a game, here's how to break the rules : a cutting edge guide to becoming yourself","Carter-Scott, ChÈrie","31006000011924","book","13.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 378.1 C","The naked roommate : and 107 other issues you might run into in college","Cohen, Harlan 1973-","31006003285525","book","14.99","PINES-GIFT"
"TRRLS-CAMDN","2020-05-22","YA NF 378.198 C","College in a can","Choron, Sandra.","31006002026656","book","12.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 391 S","Seventeen ultimate guide to style : how to find your perfect look","Shoket, Ann 1972-","31006002665321","book","19.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 395.54 H","Tiffany's table manners for teenagers","Hoving, Walter 1897-1989","31006000470617","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 398.2 H","Spiders in the hairdo : modern urban legends","Holt, D. (David)","30302000508741","book","8.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 398.2 K","King Arthur and his knights",,"31006001255090","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 398.20973 B","Encyclopedia of urban legends","Brunvand, Jan Harold","31006001529908","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 398.45 B","The vampire encyclopedia","Bunson, Matthew","30302000517445","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 413.1 T","Text me : everything you need to know about text messaging",,"31006000105023","book","4.00","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 423.1 C","The Firefly visual dictionary","Corbeil, Jean-Claude","31006000272849","book","49.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 507.8 H","Strategies for winning science fair projects","Henderson, Joyce 1949-","31006000385401","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 507.8 L","Science fair projects for dummies","Levaren, Maxine.","31006000733824","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-05-22","YA NF 510 M","Math doesn't suck : how to survive middle school math without losing your mind or breaking a nail","McKellar, Danica","31006002013449","book","15.00","PINES-FICTION"
