"Owning Library","Last Edit Date/Time","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681533","statepass","100.00","PINES-FICTION"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681541","statepass","100.00","PINES-FICTION"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681558","statepass","100.00","PINES-FICTION"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681566","statepass","100.00","PINES-FICTION"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681574","statepass","100.00","PINES-FICTION"
"TRRLS-STMRY","2020-03-10","GA PARK PASS 2019","[Georgia state parks and historic sites ParkPass]",,"31006003681582","statepass","100.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","F HOL","The silk vendetta","Holt, Victoria 1906-1993","31006901197004","book","5.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","F JAM","The Letter of the Law.","James, Kristin.","31006901261925","book","9.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","F L","Wild rose","Lindsay, Paula","31006901233361","book","9.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","F LEE","An outrageous proposal","Lee, Miranda","31006901216655","book","15.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","FIC HOL","Menfreya in the morning","Holt, Victoria 1906-1993","31006901197038","book","5.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","FIC HOW","Duncan's bride","Howard, Linda 1950-","31006901216630","book","15.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","FIC MIC","Kentucky rich","Michaels, Fern","31006000087692","book","24.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","FIC SMI","Rage","Smith, Wilbur A.","31006901088963","book","19.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC HOO","Enemy mine","Hooper, Kay","31006001082346","book","30.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC HOO","Stealing shadows","Hooper, Kay","30306000827274","book","27.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC HOS","The kite runner","Hosseini, Khaled","31006000854919","book","29.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC HOW","Angel Creek","Howard, Linda 1950-","30306000798319","book","28.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC ISA","Compromising positions","Isaacs, Susan 1943-","31006000867689","book","27.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JAM","The mistletoe murder : and other stories","James, P. D.","31006003504867","book","24.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","Body of lies","Johansen, Iris","31006000221374","book","25.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","Countdown","Johansen, Iris","31006001162437","book","27.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","Fatal tide","Johansen, Iris","31006000637280","book","26.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","Shadow zone","Johansen, Iris","31006002600856","book","35.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","Silent thunder","Johansen, Iris","31006002308476","book","34.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOH","The last pilot","Johncock, Benjamin 1978-","31006003370418","book","35.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOR","Marco's convenient wife","Jordan, Penny","31006001168509","book","26.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOR","One night with the sheikh","Jordan, Penny","31006001131564","book","26.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOR","The blackmail marriage","Jordan, Penny","31006001146638","book","26.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JOR","The sheikh's virgin bride","Jordan, Penny","31006001295500","book","26.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC JUM","The dating game","Jump, Shirley 1968-","31006001457514","book","27.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC KIN","Shopaholic & sister","Kinsella, Sophie","31006000988576","book","30.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC KIN","Twenties girl : a novel","Kinsella, Sophie","31006002408243","book","33.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC KOZ","Dating dead men","Kozak, Harley Jane 1957-","31006001144724","book","28.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC KRE","All night long","Krentz, Jayne Ann","31006001356187","book","32.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC KRU","The thing about Jane Spring","Krum, Sharon","31006001082288","book","28.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LAM","Imperfect birds","Lamott, Anne","31006002703619","book","34.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LAW","A wedding story","Law, Susan Kay.","31006001144948","book","29.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LEC","Our kind of traitor","Le CarrÈ, John 1931-","31006002736411","book","35.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LEE","At her boss's bidding","Lee, Miranda","31006000617878","book","25.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LEO","Mr. Paradise","Leonard, Elmore 1925-2013","31006001145606","book","25.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","LP FIC LEV","Ask a dead man","Levinson, Robert S.","31006001162650","book","30.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12","REF 346.73 S","Legal forms for starting & running a small business.",,"31006001597558","book","29.99","PINES-FICTION"
