"Owning Library","Last Edit Date/Time","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-BRANT","2020-03-05","LP FIC LEW","The shunning","Lewis, Beverly 1949-","PLACEHOLDER",,"0.00",
"TRRLS-CAMDN","2020-03-12","AUDIO CD FIC VON","Slaughterhouse-five","Vonnegut, Kurt","31006001992635","audiobook","30.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY AWD","Happy birthday, Thomas! : based on the Railway series","Awdry, W.","31006003089133","book","3.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY BER","Heavy metal Mater and other tall tales","Berrios, Frank","31006003281326","book","7.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY BOR","Baby's first Christmas","Bordoni, Chiara.","31006002970937","book","14.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY DIE","The pout-pout fish","Diesen, Deborah.","31006002079580","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY SAL","Inside this book : (are three books)","Saltzberg, Barney","31006500042007","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","EASY WIL","What's your sound, Hound the Hound?","Willems, Mo.","31006002709194","book","14.89","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","FIC AIR","Hole in one","Aird, Catherine.","31006001256957","book","22.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","FIC BRO","Year of wonders : a novel of the plague","Brooks, Geraldine.","31006003035532","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","FIC KEL","Lone star rising : the Texas Rangers trilogy","Kelton, Elmer","31006001529866","book","25.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","FIC MAR","A feast for crows","Martin, George R. R.","31006003307683","book","18.00","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","FIC MAR","A storm of swords","Martin, George R. R.","31006003307667","book","18.00","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","JUV FIC CUR","The Watsons go to Birmingham--1963 : a novel","Curtis, Christopher Paul","31006000974568","book","6.50","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC KLE","Stop that hamster!","Klein, Abby.","31006002481588","book","3.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC LOB","The Hardy Boys, undercover brothers","Lobdell, Scott.","31006001489046","book","8.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC LOB","The Hardy Boys, undercover brothers","Lobdell, Scott.","31006001489095","book","7.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC PAR","Junie B., first grader : jingle bells, Batman smells! (P.S. so does May)","Park, Barbara.","31006001532563","book","12.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC RIO","The Hammer of Thor","Riordan, Rick","31006003471596","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV FIC WHI","Charlotte's web","White, E. B. (Elwyn Brooks) 1899-1985","31006003212180","book","8.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV NF 031.02 R","Ripley's believe it or not : special edition 2012",,"31006002662781","book","16.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV NF 031.02 R ","Ripley's believe it or not!",,"31006003089885","book","12.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV NF 398.45 M","The wandmaker's guidebook","Masessa, Ed.","31006003262607","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","JUV NF 741.5028 B","You can draw Star Wars","Burton, Bonnie 1972-","31006002057966","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","NON FIC 612 M VOL.1","Fundamentals of anatomy and physiology","Martini, Frederic","31006001512979","book","50.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","VIDEO BLU ENT T","Tai chi zero",,"31006003188737","dvd-2","24.95","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT A","Agent Cody Banks",,"31006003246659","dvd-2","10.00","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT F","Final destination",,"31006003266731","dvd-2","14.00","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT H","Harry Potter and the Deathly Hallows. Part 1",,"31006001860824","dvd-2","28.98","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT L","A little night music",,"31006002363539","dvd-2","24.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT S","Safe haven",,"31006003228418","dvd-2","24.94","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","VIDEO DVD ENT S","Shrek 2",,"31006003348844","dvd-2","8.00","PINES-GIFT"
"TRRLS-CAMDN","2020-03-12","YA FIC ALL","Madman : the oddity odyssey","Allred, Michael.","31006001132828","book","16.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-12","YA FIC KAW","JLA : the greatest stories ever told /[Anton Kawasaki, editor]",,"31006003375706","book","19.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC AIR","A going concern","Aird, Catherine.","30302000301451","book","18.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC GLA","Three Junes","Glass, Julia 1956-","31006000298422","book","25.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC HIL","Bones and silence","Hill, Reginald","30302000154702","book","17.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC HIL","The wood beyond : a Dalziel/Pascoe mystery","Hill, Reginald","30302000094288","book","21.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC MOR","Out of nowhere","Mortman, Doris","30302000436463","book","24.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC POH","Starburst","Pohl, Frederik","30302000261564","book","8.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC PRE","The cabinet of curiosities","Preston, Douglas J.","31006000316240","book","25.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC RIC","Whiskey Island","Richards, Emilie 1948-","30302000550420","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC SAN","Capital crimes","Sanders, Lawrence 1920-1998","30302000077713","book","19.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","FIC WAL","The temple of my familiar","Walker, Alice 1944-","30302000170195","book","19.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV FIC SMI VOL.5","Rock Jaw: master of the eastern border","Smith, Jeff","31006000431932","book","15.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 520 O","Outer space.",,"30302000494322","book","21.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591 L","Rare and unusual animals","Leen, Nina 1909-1995","30302000112650","book","8.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591 M","My first book of animals from A to Z : more than 150 animals every child should know",,"30302000084057","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.078 D","Zoology : 49 science fair projects","Dashefsky, H. Steve.","30302000095111","book","0.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.3 L","What's hatching out of that egg?","Lauber, Patricia","30302000112742","book","12.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.39 M","Amazing animal babies","Maynard, Christopher.","30302000083018","book","7.99","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.529 T","Endangered desert animals","Taylor, J. David.","30302000082432","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.529 T","Endangered grassland animals","Taylor, J. David.","30302000082416","book","16.76","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.529 T","Endangered savannah animals","Taylor, J. David.","30302000082440","book","15.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","JUV NF 591.529 T","Endangered wetland animals","Taylor, J. David.","30302000082390","book","16.76","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","NON FIC 370 O","A history of education in Georgia.","Orr, Dorothy 1887-","30302000245260","book","20.00","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","NON FIC 372.46 B","Phonics from A to Z : a practical guide","Blevins, Wiley","30302000476337","book","16.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","NON FIC 618.24 E","What to expect when you're expecting","Eisenberg, Arlene.","31006002473700","book","10.95","PINES-FICTION"
"TRRLS-CAMDN","2020-03-13","NON FIC 641. 5636 H","The vegetarian gourmet's easy low-fat favorites","Hinman, Bobbie","31006000436964","book","19.95","PINES-FICTION"
"TRRLS-CHARL","2020-03-12","YA FIC MEY","Breaking dawn","Meyer, Stephenie 1973-","31006003356250","book","22.99","PINES-FICTION"
"TRRLS-CHARL","2020-03-12","YA FIC MEY","New moon","Meyer, Stephenie 1973-","31006003220191","book","10.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","BIO EINSTEIN","Einstein : his life and universe","Isaacson, Walter","31006001938471","book","32.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","EASY FRI","I'll teach my dog 100 words","Frith, Michael K.","30304000003996","book","7.50","PINES-FICTION"
"TRRLS-LONG","2020-03-12","EASY POL","Pink and Say","Polacco, Patricia.","31006901234435","book","15.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","EASY RAT","Officer Buckle and Gloria","Rathmann, Peggy.","30304000082883","book","15.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","EASY W","Alphabet adventure","Wood, Audrey","30304000068767","book","16.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","EASY YOL","How do dinosaurs say good night?","Yolen, Jane.","30304000068601","book","16.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC ALC","Little women","Alcott, Louisa May 1832-1888","31006003152436","book","36.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BAL","Hour game","Baldacci, David","31006500050547","book","10.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC BAS","Witch heart","Bast, Anya.","31006002299097","book","7.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BRA","Unexpected blessings","Bradford, Barbara Taylor 1933-","31006003449733","book","5.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BRO","Plan of attack : a novel","Brown, Dale 1956-","31006002504173","book","7.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BRO","Texas! Chase","Brown, Sandra 1948-","31006003323037","book","7.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BUF","A salty piece of land","Buffett, Jimmy","31006001396571","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC BUR","Sunset limited","Burke, James Lee 1936-","31006003259561","book","23.98","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC BUR","The glass rainbow : a Dave Robicheaux novel","Burke, James Lee 1936-","31006002730943","book","25.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC CAM","A dog's purpose","Cameron, W. Bruce","31006003450467","book","12.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC CAR","The promise","Carr, Robyn","31006500021951","book","7.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC CHI","Scones & bones","Childs, Laura","31006001875715","book","25.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC CHI","The affair : a Reacher novel","Child, Lee","31006003412095","book","9.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC CHU","Mulch ado about nothing : a Jane Jeffry mystery","Churchill, Jill 1943-","31006002411874","book","23.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC CLA","Cursed : a Regan Reilly mystery","Clark, Carol Higgins","31006002451078","book","25.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","FIC CLA","Twanged","Clark, Carol Higgins.","31006003250941","book","15.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC JOH","Brutal vengeance","Johnstone, J. A.","31006003111515","book","6.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC JOH","Brutal vengeance","Johnstone, J. A.","31006003112299","book","6.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC JOH","Sixkiller, U.S. Marshal : day of rage","Johnstone, William W.","31006003448446","book","6.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","FIC MAR","A feast for crows","Martin, George R. R.","31006003242799","book","9.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","JUV FIC J","The monsters next door","Jones, Marcia Thornton","30304000067843","book","4.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC KEE","The bungalow mystery","Keene, Carolyn.","31006002592061","book","6.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC KEE","The mystery at Lilac Inn","Keene, Carolyn.","30304000082412","book","6.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC KEE","The secret of Shadow Ranch","Keene, Carolyn","31006002592475","book","6.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC NAT","Frozen : the junior novelization","Nathan, Sarah","31006003608544","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC OSB","Mummies in the morning","Osborne, Mary Pope","31006003617172","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC PAR","Junie B., first grader (at last!)","Park, Barbara","31006000167742","book","14.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC PAR","Junie B., first grader : aloha-ha-ha!","Park, Barbara.","31006001350099","book","11.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC PEN","Pax","Pennypacker, Sara 1951-","31006003460672","book","16.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The battle of the Labyrinth","Riordan, Rick.","31006003157609","book","7.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The house of Hades","Riordan, Rick","31006500000245","book","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The lost hero","Riordan, Rick","31006002604049","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The red pyramid","Riordan, Rick","31006002598845","book","17.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The serpent's shadow","Riordan, Rick","31006002631513","book","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC RIO","The son of Neptune","Riordan, Rick.","31006002662393","book","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC ROB","The best school year ever","Robinson, Barbara 1927-2013","30304000210518","book","13.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC ROW","Harry Potter and the goblet of fire","Rowling, J. K.","31006003462900","book","12.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV FIC WHI","PokÈmon. Diamond and pearl, World of Sinnoh","Whitehill, Simcha.","31006003364817","book","7.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 220.9509 P","The Prince of Egypt","Yolen, Jane.","31006002374098","book","15.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 221.922 M","Daughters of fire : heroines of the Bible","Manushkin, Fran","31006000322057","book","20.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 222 S","Miriam watches over baby Moses : a story of faith and loyalty","Simon, Mary Manz 1948-","31006001257559","book","8.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 222 S","Moses crosses the Red Sea : a story of faith and courage","Simon, Mary Manz 1948-","31006001257567","book","8.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 291 M","The story of religion","Maestro, Betsy","31006901268326","book","14.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 398.8 N","The Nursery treasury : a collection of baby games, rhymes, and lullabies",,"31006003411907","book","6.97","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV NF 509.22 K","Lives of the scientists : experiments, explosions (and what the neighbors thought)","Krull, Kathleen","31006500029012","book","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 388.04 A","All about the ultimate collection Vol. 2",,"31006003450210","dvd-2","10.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 388.04 A","All about. Vol. 3 The ultimate collection",,"31006003450202","dvd-2","10.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 516.15 S","Shapes!",,"31006001949460","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 516.15 S","Shapes!",,"31006002504025","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 535.6 S","See and learn : colors!",,"31006002130318","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 613.7 E","Elmocize",,"31006003167947","dvd-2","12.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD 782.254 A","Action Bible songs : 17 classic Christian songs for kids",,"31006003259355","dvd-2","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT A","Alice in Paris",,"31006002499200","dvd-2","9.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT B","Bakugan Battle Brawlers. Vol. 2 Game on",,"31006003100336","dvd-2","14.97","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT B","Bakugan battle brawlers. Vol. 3",,"31006003100328","dvd-2","14.97","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT B","Bakugan, battle brawlers. Vol 4",,"31006003100302","dvd-2","14.97","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT B","Bakugan, battle brawlers. Vol 5",,"31006003100310","dvd-2","14.97","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT B","The bellflower bunnies. Vol. 1 In room to move and carnival",,"31006002299089","dvd-2","6.85","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT C","Casper [and other cartoon treasures]",,"31006002130201","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT C","Casper a haunting we will go",,"31006002335644","dvd-2","9.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT C","Cuckoo Concertos Vol. 1.",,"31006003511128","dvd-2","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT D","Daniel Boone",,"31006003443223","dvd-2","12.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT D","Davey and Goliath. Volume 4 Helping each other",,"31006002504017","dvd-2","14.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT D","Do the moo shoo",,"31006003404852","dvd-2","7.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT F","Fluke and Napoleon",,"31006002499051","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT F","Hermie & friends. Flo, the lyin' fly",,"31006003268737","dvd-2","14.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT K","The Kidsongs television show. Let's be friends",,"31006002335669","dvd-2","9.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT L","The league of incredible vegetables : a lesson in handling fear",,"31006002982783","dvd-2","10.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT S","Scruff. Smells like an adventure",,"31006002335651","dvd-2","9.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT S","Sesame beginnings. Beginning together",,"31006003164159","dvd-2","10.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT S","Seven days in utopia",,"31006002634970","dvd-2","28.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT S","The Shari show",,"31006002130292","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT T","The three musketeers",,"31006003268752","dvd-2","5.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT T","Thumbelina a magical story",,"31006002296838","dvd-2","8.55","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT T","Tweety/Elmer Fudd : a corny concerto",,"31006003443280","dvd-2","9.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT V","VIP, my brother Superman",,"31006002357705","dvd-2","9.98","PINES-FICTION"
"TRRLS-LONG","2020-03-12","JUV VID DVD ENT W","Westward ho!",,"31006002130268","dvd-2","20.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 070.5797 R","How to publish and promote online","Rose, M. J. 1953-","31006002540540","book","13.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 070.593 O","A simple guide to self-publishing : a step-by-step handbook to prepare, print, distribute & promote your own book","Ortman, Mark.","31006002540532","book","9.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 082 P","Apples of gold","Petty, Jo","30304000186759","book","12.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.1 P","Phantom encounters",,"30304000109652","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.1 S","Ghosts and poltergeists","Smyth, Frank","31006901189225","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.3 L","Nostradamus, the next fifty years : a new translation","Nostradamus 1503-1566","31006002540870","book","11.00","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 133.8 C","Trust your vibes : secret tools for six-sensory living","Choquette, Sonia","31006001840222","book","14.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 133.8 P","Psychic powers",,"30304000109694","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.88 M","Mind over matter",,"30304000109611","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.9 B","The other side and back : a psychic's guide to our world and beyond","Browne, Sylvia","31006000112987","book","23.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 133.9013 L","Life beyond death.",,"30304000208942","book","15.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 150 J","The principles of psychology.","James, William 1842-1910","30304000209379","book","15.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 150 R","Rudman's questions and answers on the Dantes Subject standardized tests subject examination in...lifespan: developmental psychology : Questions and answers","Rudman, Jack","31006002539567","book","23.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 152.42 P","These are the gifts I'd like to give to you : a sourcebook of joy and encouragement",,"31006003397536","book","8.49","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 153.6 W","Interpersonal communication : everyday encounters","Wood, Julia T.","31006003295490","book","8.94","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 153.9 D","The three faces of mind : developing your mental, emotional, and behavioral intelligences","De Beauport, Elaine.","31006003233525","book","24.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 158 M","Real life : preparing for the 7 most challenging days of your life","McGraw, Phillip C. 1950-","31006003397379","book","26.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 158 R","From the heart : seven rules to live by","Roberts, Robin 1960-","31006001594902","book","19.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 158.1 H","Burnt toast and other philosophies of life","Hatcher, Teri.","31006001352020","book","24.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 170.44 G","Practical miracles for Mars & Venus : nine principles for lasting love, increasing success, and vibrant health in the twenty-first century","Gray, John 1951-","30304000068171","book","24.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 170.44 R","Mary Lou Retton's gateways to happiness : 7 ways to a more peaceful, more prosperous, more satisfying life","Retton, Mary Lou 1968-","31006003170669","book","22.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 184 P","Symposium : the Benjamin Jowett translation","Plato","31006003381100","book","10.00","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 200.92 E","Tying rocks to clouds : meetings and conversations with wise and spiritual people","Elliott, William 1959-","31006002540979","book","22.00","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 200.973 G","What hath God wrought! : a biblical interpretation of American history","Grady, William P.","31006003486453","book","29.95","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 202.3 P","90 minutes in heaven : a true story of death & life","Piper, Don 1950-","31006003443181","book","17.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 220.9 S 1998","The wonder of the miracles","Sommer, Robin Langley.","30304000090704","book","20.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 220.95 P","Whose Bible is it? : a short history of the Scriptures","Pelikan, Jaroslav 1923-2006","31006001594662","book","15.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 221.922 S","Fascinating stories of forgotten lives : rediscovering some Old Testament characters","Swindoll, Charles R.","31006003012606","book","22.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 222.11 L","God's story : finding meaning for your life through knowing God","Lotz, Anne Graham 1948-","31006002277655","book","13.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 226.0922 B","Twelve ordinary men : how the Master shaped his disciples for greatness, and what He wants to do with you","MacArthur, John 1939-","31006002441988","book","22.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 226.506 L","3:16 : the numbers of hope","Lucado, Max.","31006002112159","book","24.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 226.6 P","Learning to live from the acts","Price, Eugenia.","30304000016659","book","3.95","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 226.9 L","The applause of heaven","Lucado, Max.","30304000133587","book","0.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 227.1 L","Life lessons from the inspired word of God : Book of Romans",,"30304000195164","book","6.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 228 L","Revelation unveiled","LaHaye, Tim 1926-2016","31006002569424","book","15.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 228.07 W","Warning! Revelation is about to be fulfilled","Wilson, Larry W.","31006003479169","book","5.99","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 231.042 B","The fear of the Lord : discover the key to intimately knowing God","Bevere, John","31006000166595","book","10.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 231.7 G","Unsearchable things","Gaddis, Todd","31006003407533","book","22.00","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 231.76 D","Why should every Christian pray for and support Israel?","Duncan, Norma.","31006003122298","book","7.98","PINES-GIFT"
"TRRLS-LONG","2020-03-12","NON FIC 232 G","The name","Graham, Franklin 1952-","31006001932920","book","22.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 232 Y","The Jesus I never knew","Yancey, Philip","30304000208538","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 232.9 J","Jesus and his times",,"30304000209072","book","10.00","PINES-FICTION"
"TRRLS-LONG","2020-03-12","NON FIC 232.9 J","Jesus in blue jeans : a practical guide to everyday spirituality","Jones, Laurie Beth.","30304000204206","book","18.95","PINES-FICTION"
