"Owning Library","Item Barcode","Use Count","Shelving Location Name","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Create Date","Edit Date"
"OCRL-SOPER","31040002250404","4","NEW-BKS","The Malta exchange : a novel","Berry, Steve 1955-","2019","FIC BERR",,,"1","0","25.00","2019-03-04","2019-06-29"
"OCRL-SOPER","31040002253572","7","LG-PRNT","Run away","Coben, Harlan 1962-","2019","LP FIC COBE",,,"1","0","25.00","2019-03-18","2019-06-20"
"OCRL-SOPER","31040002254729","0","NEW-BKS","SAT prep 2019.",,"2018","378.1662 SAT","300","370","0","0","25.00","2019-03-22","2019-03-28"
"OCRL-SOPER","31040002254737","0","NEW-BKS","Barron's Sat 1600 : aiming for the perfect score",,"2017","378.1662 SAT","300","370","0","0","25.00","2019-03-22","2019-03-28"
"OCRL-SOPER","31040002260601","5","NEW-BKS","Have brides, will travel","Johnstone, William W.","2019","WES JOHN",,,"0","0","25.00","2019-03-25","2019-05-28"
"OCRL-SOPER","31040002266442","4","NEW-BKS","Where the crawdads sing","Owens, Delia","2018","FIC OWEN",,,"0","0","25.00","2019-03-28","2019-06-10"
"OCRL-SOPER","31040002268117","4","LEASE","Have brides, will travel","Johnstone, William W.","2019","WES JOHN",,,"1","0","25.00","2019-03-27","2019-06-26"
"OCRL-SOPER","31040002268984","2","AV","Black Panther",,"2018","DVD BLAC",,,"1","0","25.00","2019-03-28","2019-06-18"
"OCRL-SOPER","31040002268992","0","AV","First man",,"2019","DVD FIRS",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269008","2","AV","Ant-Man and the Wasp",,"2018","DVD ANTM",,,"1","0","25.00","2019-03-28","2019-06-17"
"OCRL-SOPER","31040002269032","1","AV","Smallfoot",,"2018","DVD J SMAL",,,"1","0","25.00","2019-03-28","2019-06-12"
"OCRL-SOPER","31040002269040","0","AV","Cinderella",,"2015","DVD J CIND",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269057","1","AV","I can only imagine",,"2018","DVD ICAN",,,"1","0","25.00","2019-03-28","2019-06-12"
"OCRL-SOPER","31040002269065","1","AV","Peter Rabbit",,"2018","DVD J PETE",,,"0","0","25.00","2019-03-28","2019-06-17"
"OCRL-SOPER","31040002269073","0","AV","Hunter killer",,"2019","DVD HUNT",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269099","0","AV","The greatest showman",,"2018","DVD GREA",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269149","2","AV","Wonder",,"2018","DVD WOND",,,"0","0","25.00","2019-03-28","2019-06-17"
"OCRL-SOPER","31040002269156","1","AV","The house with a clock in its walls",,"2018","DVD J HOUS",,,"1","0","25.00","2019-03-28","2019-06-26"
"OCRL-SOPER","31040002269164","2","AV","Blackkklansman",,"2018","DVD BLAC",,,"0","0","25.00","2019-03-28","2019-06-13"
"OCRL-SOPER","31040002269198","2","AV","Incredibles 2",,"2018","DVD J INCR",,,"1","0","25.00","2019-03-28","2019-06-24"
"OCRL-SOPER","31040002269206","3","AV","Venom",,"2018","DVD VENO",,,"0","0","25.00","2019-03-28","2019-06-13"
"OCRL-SOPER","31040002269214","2","AV","LEGO DC comics super heroes. The Flash",,"2018","DVD J FLAS",,,"0","0","25.00","2019-03-28","2019-05-30"
"OCRL-SOPER","31040002269222","1","AV","White Boy Rick",,"2018","DVD WHIT",,,"1","0","25.00","2019-03-28","2019-06-12"
"OCRL-SOPER","31040002269230","2","AV","Ocean's eight",,"2018","DVD OCEA",,,"0","0","25.00","2019-03-28","2019-06-20"
"OCRL-SOPER","31040002269248","0","AV","Isle of dogs",,"2018","DVD ISLE",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269255","0","AV","Solo : a Star Wars story",,"2018","DVD SOLO",,,"0","0","25.00","2019-03-28","2019-04-11"
"OCRL-SOPER","31040002269776","2","AV","Widows",,"2018","DVD WIDO",,,"1","0","25.00","2019-04-10","2019-06-17"
"OCRL-SOPER","31040002269784","2","AV","Green book",,"2019","DVD GREE",,,"1","0","25.00","2019-04-10","2019-06-27"
"OCRL-SOPER","31040002269792","3","AV","Mary Poppins returns",,"2019","DVD MARY",,,"1","0","25.00","2019-04-10","2019-06-17"
"OCRL-SOPER","31040002269800","2","AV","Paw patrol. Pups save Puplantis",,"2019","DVD J PAW",,,"1","0","25.00","2019-04-10","2019-06-26"
"OCRL-SOPER","31040002269818","1","AV","Goodbye Christopher Robin",,"2017","DVD GOOD",,,"0","0","25.00","2019-04-10","2019-06-26"
"OCRL-SOPER","31040002269826","2","AV","The mule",,"2019","DVD MULE",,,"0","0","25.00","2019-04-10","2019-06-06"
"OCRL-SOPER","31040002269834","1","AV","Bumblebee",,"2019","DVD BUMB",,,"0","0","25.00","2019-04-10","2019-06-13"
"OCRL-SOPER","31040002269842","2","AV","God bless the broken road",,"2018","DVD GOD",,,"1","0","25.00","2019-04-10","2019-06-27"
"OCRL-SOPER","31040002269859","2","AV","Halloween",,"2019","DVD HALL",,,"1","0","25.00","2019-04-10","2019-06-27"
"OCRL-SOPER","31040002273604","1","AV","Spider-man. Into the spider-verse",,"2019","DVD SPID",,,"1","0","25.00","2019-04-12","2019-06-18"
"OCRL-SOPER","31040002273612","1","AV","The favourite",,"2019","DVD FAVO",,,"1","0","25.00","2019-04-12","2019-06-27"
"OCRL-SOPER","31040002273620","4","AV","A star is born",,"2019","DVD STAR",,,"1","0","25.00","2019-04-12","2019-06-12"
"OCRL-SOPER","31040002273638","0","AV","Welcome to Marwen",,"2019","DVD MARW",,,"0","0","25.00","2019-04-12","2019-04-18"
"OCRL-SOPER","31040002273646","0","AV","Vice",,"2019","DVD VICE",,,"0","0","25.00","2019-04-12","2019-04-18"
"OCRL-SOPER","31040002273653","3","AV","PAW patrol. Mighty pups",,"2018","DVD J PAW",,,"1","0","25.00","2019-04-12","2019-06-12"
"OCRL-SOPER","31040002273661","1","AV","The hate U give",,"2019","DVD HATE",,,"0","0","25.00","2019-04-12","2019-06-03"
"OCRL-SOPER","31040002273679","1","AV","Sgt. Will Gardner",,"2019","DVD SGT",,,"0","0","25.00","2019-04-12","2019-06-11"
"OCRL-SOPER","31040002273687","1","AV","Mirai",,"2019","DVD MIRA",,,"1","0","25.00","2019-04-12","2019-06-17"
"OCRL-SOPER","31040002273695","4","AV","Creed II",,"2019","DVD CREE",,,"1","0","25.00","2019-04-12","2019-06-17"
"OCRL-SOPER","31040002273703","2","AV","A dog's way home",,"2019","DVD DOGS",,,"1","0","25.00","2019-04-12","2019-06-17"
"OCRL-SOPER","31040002273711","1","AV","If Beale street could talk",,"2019","DVD IF",,,"0","0","25.00","2019-04-12","2019-06-20"
"OCRL-SOPER","31040002273729","4","AV","Fantastic beasts. The crimes of Grindelwald",,"2019","DVD FANT",,,"0","0","25.00","2019-04-12","2019-06-27"
"OCRL-SOPER","31040002273737","2","AV","Aquaman",,"2019","DVD AQUA",,,"1","0","25.00","2019-04-12","2019-06-26"
"OCRL-SOPER","31040002274073","0","NONFIC","Mayo Clinic guide to Alzheimer's disease",,"2006","616.8 PETE","600","610","0","0","25.00","2019-04-19","2019-04-25"
"OCRL-SOPER","31040002274826","5","LEASE","Willing to die","Jackson, Lisa","2019","FIC JACK",,,"1","0","25.00","2019-04-23","2019-06-25"
"OCRL-SOPER","31040002274867","0","NEW-BKS","Robert B. Parker's old black magic","Atkins, Ace","2018","FIC ATKI",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002274875","0","NEW-BKS","The chef","Patterson, James 1947-","2019","FIC PATT",,,"0","0","25.00","2019-04-23","2019-04-29"
"OCRL-SOPER","31040002274883","1","NEW-BKS","The silent patient","Michaelides, Alex 1977-","2019","FIC MICH",,,"0","0","25.00","2019-04-23","2019-06-04"
"OCRL-SOPER","31040002274891","3","YA","Children of blood and bone","Adeyemi, Tomi","2018","YA ADEY",,,"1","0","25.00","2019-04-23","2019-06-18"
"OCRL-SOPER","31040002274909","1","YA","Training camp : Rain, Twig, Cash, Peño, Lab","King, Wesley","2019","YA KING",,,"0","0","25.00","2019-04-23","2019-06-18"
"OCRL-SOPER","31040002274917","0","DISPLAY","Georgia public libraries family pass : [Chattahoochee Nature Center]",,"2019","PARK PASS CNC",,,"0","0","45.00","2019-04-23","2019-04-29"
"OCRL-SOPER","31040002274982","0","DISPLAY","Georgia public libraries family pass : William Breman Jewish Heritage Museum",,"2019","BREMAN MUSEUM PASS",,,"0","0","50.00","2019-04-23","2019-04-29"
"OCRL-SOPER","31040002275013","1","YA","Refugee","Gratz, Alan 1972-","2017","YA GRAT",,,"0","0","25.00","2019-04-23","2019-06-24"
"OCRL-SOPER","31040002275021","0","YA","The red scrolls of magic","Clare, Cassandra","2019","YA CLAR",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275039","1","NEW-BKS","King of kings","Smith, Wilbur A.","2019","FIC SMIT",,,"0","0","25.00","2019-04-23","2019-06-12"
"OCRL-SOPER","31040002275047","2","NEW-BKS","Wild card","Woods, Stuart","2019","FIC WOOD",,,"0","0","25.00","2019-04-23","2019-06-27"
"OCRL-SOPER","31040002275054","0","NEW-BKS","The tale teller","Hillerman, Anne 1949-","2019","FIC HILL",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275062","1","NEW-BKS","Neon prey","Sandford, John 1944 February 23-","2019","FIC SAND",,,"0","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275070","2","NEW-BKS","Redemption","Baldacci, David","2019","FIC BALD",,,"0","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275088","1","YA","Two can keep a secret","McManus, Karen M.","2019","YA MCMA",,,"0","0","25.00","2019-04-23","2019-05-16"
"OCRL-SOPER","31040002275096","1","NEW-BKS","The eighth sister","Dugoni, Robert","2019","FIC DUGO",,,"1","0","25.00","2019-04-23","2019-06-27"
"OCRL-SOPER","31040002275104","3","NEW-BKS","Two weeks : a novel","Kingsbury, Karen","2019","FIC KING",,,"1","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275112","3","NEW-BKS","The 18th abduction","Patterson, James 1947-","2019","FIC PATT",,,"1","0","25.00","2019-04-23","2019-06-17"
"OCRL-SOPER","31040002275120","3","NEW-BKS","The Cornwalls are gone","Patterson, James 1947-","2019","FIC PATT",,,"1","0","25.00","2019-04-23","2019-06-17"
"OCRL-SOPER","31040002275138","0","NEW-BKS","The island of sea women : a novel","See, Lisa","2019","FIC SEE",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275146","2","JUV","A piglet named Mercy","DiCamillo, Kate","2019","E DICA",,,"0","0","25.00","2019-04-23","2019-05-30"
"OCRL-SOPER","31040002275153","2","JUV","You are my happy","Kotb, Hoda 1964-","2019","E KOTB",,,"0","0","25.00","2019-04-23","2019-05-30"
"OCRL-SOPER","31040002275161","1","JUV","The good egg","John, Jory","2019","E JOHN",,,"0","0","25.00","2019-04-23","2019-05-15"
"OCRL-SOPER","31040002275179","3","JUV","We are the gardeners","Gaines, Joanna 1978-","2019","E 635 GAIN","600","630","0","0","25.00","2019-04-23","2019-06-19"
"OCRL-SOPER","31040002275187","3","JUV","The undefeated","Alexander, Kwame","2019","J 811.6 ALEX","800","810","1","0","25.00","2019-04-23","2019-06-18"
"OCRL-SOPER","31040002275195","2","NEW-BKS","Someone knows","Scottoline, Lisa","2019","FIC SCOT",,,"0","0","25.00","2019-04-23","2019-06-10"
"OCRL-SOPER","31040002275203","2","NEW-BKS","The A list : an Ali Reynolds mystery","Jance, Judith A.","2019","FIC JANC",,,"0","0","25.00","2019-04-23","2019-05-22"
"OCRL-SOPER","31040002275211","5","NEW-BKS","The better sister : a novel","Burke, Alafair","2019","FIC BURK",,,"0","0","25.00","2019-04-23","2019-06-27"
"OCRL-SOPER","31040002275229","0","NEW-BKS","American moonshot : John F. Kennedy and the great space race","Brinkley, Douglas","2019","629.4097 BRIN","600","620","0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275237","4","NEW-BKS","The perfect dress","Brown, Carolyn 1948-","2019","FIC BROW",,,"1","0","25.00","2019-04-23","2019-06-26"
"OCRL-SOPER","31040002275245","0","YA","On the come up","Thomas, Angie","2019","YA THOM",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275252","1","JUV","Rumple Buttercup : a story of bananas, belonging, and being yourself","Gubler, Matthew Gray 1980-","2019","J GUBL",,,"0","0","25.00","2019-04-23","2019-06-13"
"OCRL-SOPER","31040002275260","1","NEW-BKS","Maybe you should talk to someone : a therapist, her therapist, and our lives revealed","Gottlieb, Lori","2019","92 GOTT","000","090","0","0","25.00","2019-04-23","2019-05-15"
"OCRL-SOPER","31040002275278","0","LG-PRNT","The matriarch : Barbara Bush and the making of an American dynasty","Page, Susan","2019","LP 92 BUSH",,,"0","0","25.00","2019-04-23","2019-04-29"
"OCRL-SOPER","31040002275286","3","NEW-BKS","A justified murder","Deveraux, Jude","2019","FIC DEVE",,,"1","0","25.00","2019-04-23","2019-06-24"
"OCRL-SOPER","31040002275294","0","NEW-BKS","The savior","Ward, J. R. 1969-","2019","FIC WARD",,,"18","0","25.00","2019-04-23","2019-05-02"
"OCRL-SOPER","31040002275302","0","NEW-BKS","The trouble with vampires","Sands, Lynsay","2019","FIC SAND",,,"18","0","25.00","2019-04-23","2019-05-02"
"OCRL-SOPER","31040002275310","0","NEW-BKS","Who slays the wicked : a Sebastian St. Cyr mystery","Harris, C. S.","2019","FIC HARR",,,"0","0","25.00","2019-04-23","2019-04-29"
"OCRL-SOPER","31040002275328","2","NEW-BKS","Miss Julia takes the wheel","Ross, Ann B.","2019","FIC ROSS",,,"0","0","25.00","2019-04-23","2019-06-24"
"OCRL-SOPER","31040002275344","4","NEW-BKS","The last romantics : a novel","Conklin, Tara","2019","FIC CONK",,,"0","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275351","0","NEW-BKS","Daisy Jones & the Six : a novel","Reid, Taylor Jenkins","2019","FIC REID",,,"0","0","25.00","2019-04-23","2019-04-30"
"OCRL-SOPER","31040002275369","2","NEW-BKS","The tinderbox","Lewis, Beverly 1949-","2019","FIC LEWI",,,"0","0","25.00","2019-04-23","2019-05-29"
"OCRL-SOPER","31040002275377","1","FIC","When a duchess says I do","Burrowes, Grace","2019","FIC BURR PB",,,"18","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275385","3","AV","Unbroken : 2 movie collection",,"2018","DVD UNBR",,,"0","0","25.00","2019-04-23","2019-06-20"
"OCRL-SOPER","31040002275393","2","AV","Creed",,"2016","DVD CREE",,,"1","0","25.00","2019-04-23","2019-06-17"
"OCRL-SOPER","31040002275401","3","AV","The wife",,"2019","DVD WIFE",,,"1","0","25.00","2019-04-23","2019-06-27"
"OCRL-SOPER","31040002275419","1","JUV","Fast break","Jeter, Derek 1974-","2019","J JETE",,,"0","0","25.00","2019-04-24","2019-05-15"
"OCRL-SOPER","31040002275427","1","JUV","Max & the Midknights","Peirce, Lincoln","2019","J PEIR",,,"1","0","25.00","2019-04-24","2019-05-16"
"OCRL-SOPER","31040002275435","4","JUV","Diary of an awesome friendly kid : Rowley Jefferson's journal","Kinney, Jeff","2019","J KINN",,,"1","0","25.00","2019-04-24","2019-06-18"
"OCRL-SOPER","31040002275443","1","JUV","Lost stars","Hunter, Erin","2019","J HUNT",,,"0","0","25.00","2019-04-24","2019-06-11"
"OCRL-SOPER","31040002275450","0","JUV","Harbor me","Woodson, Jacqueline","2018","J WOOD",,,"0","0","25.00","2019-04-24","2019-04-25"
"OCRL-SOPER","31040002275468","2","JUV","Katt vs. Dogg","Patterson, James 1947-","2019","J PATT",,,"0","0","25.00","2019-04-24","2019-05-30"
"OCRL-SOPER","31040002275476","2","JUV","It's alive! It's alive","Stine, R. L.","2019","J STIN",,,"1","0","25.00","2019-04-24","2019-05-16"
"OCRL-SOPER","31040002275740","0","JUV","Forever Loblolly","Deedy, Carmen Agra","2018","E DEED",,,"0","0","25.00","2019-04-24","2019-05-02"
"OCRL-SOPER","31040002276425","1","NEW-BKS","My one and only duke",,"2018","FIC BURR PB",,,"0","0","25.00","2019-05-01","2019-06-20"
"OCRL-SOPER","31040002276524","4","NEW-BKS","They called him Preacher","Johnstone, William W.","2019","WES JOHN (PB)",,,"1","0","25.00","2019-05-01","2019-06-24"
"OCRL-SOPER","31040002276615","5","NEW-BKS","Diva sweetens the pie","Davis, Krista","2019","FIC DAVI",,,"1","0","25.00","2019-05-01","2019-06-27"
"OCRL-SOPER","31040002276623","3","NEW-BKS","Willing to die","Jackson, Lisa","2019","FIC JACK",,,"1","0","25.00","2019-05-01","2019-06-04"
"OCRL-SOPER","31040002276920","0","JUV","Beware the power of the dark side! : an original retelling of Star Wars: Return of the Jedi","Angleberger, Tom","2015","J ANGL",,,"0","0","25.00","2019-05-03","2019-05-14"
"OCRL-SOPER","31040002276938","0","JUV","The princess, the scoundrel, and the farm boy : an original retelling of Star Wars: a new hope","Bracken, Alexandra","2015","J BRAC",,,"0","0","25.00","2019-05-03","2019-05-14"
"OCRL-SOPER","31040002276946","0","JUV","So you want to be a Jedi? : an original retelling of Star wars: the Empire strikes back","Gidwitz, Adam","2015","J GIDW",,,"0","0","25.00","2019-05-03","2019-05-14"
"OCRL-SOPER","31040002276953","0","AV","The Sherbrooke Bride","Coulter, Catherine","2016","CD FIC COUL",,,"0","0","25.00","2019-05-03","2019-05-09"
"OCRL-SOPER","31040002276961","0","AV","Janet Evanovich collection","Evanovich, Janet","2016","CD FIC EVAN",,,"0","0","25.00","2019-05-03","2019-05-09"
"OCRL-SOPER","31040002276979","0","AV","Lacy","Palmer, Diana","2016","CD FIC PALM",,,"0","0","25.00","2019-05-03","2019-05-09"
"OCRL-SOPER","31040002276987","0","AV","Nora","Palmer, Diana","2016","CD FIC PALM",,,"0","0","25.00","2019-05-03","2019-05-09"
"OCRL-SOPER","31040002276995","0","AV","Kentucky rich Kentucky heat ; Kentucky sunrise","Michaels, Fern","2011","CD FIC MICH",,,"0","0","25.00","2019-05-03","2019-05-09"
"OCRL-SOPER","31040002277639","0","NEW-BKS","Storm cursed","Briggs, Patricia","2019","FIC BRIG",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277647","1","NEW-BKS","The Yankee widow","Miller, Linda Lael","2019","FIC MILL",,,"0","0","25.00","2019-05-06","2019-06-03"
"OCRL-SOPER","31040002277654","3","NEW-BKS","Sunset Beach","Andrews, Mary Kay 1954-","2019","FIC ANDR",,,"1","0","25.00","2019-05-06","2019-06-20"
"OCRL-SOPER","31040002277662","2","NEW-BKS","Blessing in disguise : a novel","Steel, Danielle","2019","FIC STEE",,,"1","0","25.00","2019-05-06","2019-06-26"
"OCRL-SOPER","31040002277670","2","NEW-BKS","The little teashop on Main","Thomas, Jodi","2019","FIC THOM",,,"0","0","25.00","2019-05-06","2019-06-10"
"OCRL-SOPER","31040002277688","1","NEW-BKS","Tightrope","Quick, Amanda","2019","FIC QUIC",,,"0","0","25.00","2019-05-06","2019-06-20"
"OCRL-SOPER","31040002277696","2","NEW-BKS","The road home","Evans, Richard Paul","2019","FIC EVAN",,,"0","0","25.00","2019-05-06","2019-06-27"
"OCRL-SOPER","31040002277704","0","NEW-BKS","Dying for devil's food","McKinlay, Jenn","2019","FIC MCKI (PB)",,,"5","0","25.00","2019-05-15","2019-05-15"
"OCRL-SOPER","31040002277712","0","AV","Bohemian Rhapsody",,"2019","DVD BOHE",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277720","2","AV","Ralph breaks the internet",,"2019","DVD J RALP",,,"1","0","25.00","2019-05-06","2019-06-18"
"OCRL-SOPER","31040002277738","1","JUV","Jolly Old Santa Claus : collectors edition featuring the original story","Sparkie 1897-","1996","E SPAR",,,"0","0","25.00","2019-05-06","2019-05-21"
"OCRL-SOPER","31040002277746","0","NONFIC","Korea reborn : a grateful nation honors war veterans for more than 60 years of growth","Remember My Service Productions","2018","951.9042 KORE","900","950","0","0","25.00","2019-05-06","2019-05-20"
"OCRL-SOPER","31040002277753","0","NONFIC","Scoundrel time","Hellman, Lillian 1905-1984","1976","92 HELL","000","090","0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277761","0","JUV","Jedi shadow","Anderson, Kevin J. 1962-","2003","J ANDE",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277779","0","JUV","Jedi Sunrise","Anderson, Kevin J. 1962-","2003","J ANDE",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277787","0","JUV","Eugene meets Bojean : the acceptance of a creative mouse","Skinner, Lynn C.","2014","E SKIN",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277795","0","JUV","Eugene, the mouse at the big farmhouse : the contentment of a creative mouse","Skinner, Lynn C.","2015","E SKIN",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277803","0","JUV","Eugene's mistake at the garden gate : the resolve of a creative mouse","Skinner, Lynn C.","2013","E SKIN",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277811","0","JUV","Eugene and his go-kart machine : a tale of a creative mouse","Skinner, Lynn C.","2011","E SKIN",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002277829","0","JUV","EUGENE AT THE CHRISTMAS BALL WITH CHRISTINE : the decisions of a creative mouse","SKINNER, LYNN C.","2017","E SKIN",,,"0","0","25.00","2019-05-06","2019-05-09"
"OCRL-SOPER","31040002279775","1","NEW-BKS","The never game","Deaver, Jeffery","2019","FIC DEAV",,,"0","0","25.00","2019-05-13","2019-06-17"
"OCRL-SOPER","31040002279783","0","NEW-BKS","The night window : a Jane Hawk novel","Koontz, Dean R. (Dean Ray) 1945-","2019","FIC KOON",,,"5","0","25.00","2019-05-13","2019-05-13"
"OCRL-SOPER","31040002279791","2","NEW-BKS","The patient one","Gray, Shelley Shepard","2019","FIC GRAY",,,"1","0","25.00","2019-05-13","2019-06-27"
"OCRL-SOPER","31040002279809","0","NEW-BKS","Cruel fate : a Cainsville novella","Armstrong, Kelley","2019","FIC ARMS",,,"0","0","25.00","2019-05-13","2019-05-20"
"OCRL-SOPER","31040002279817","2","JUV","Theodore Boone : the accomplice","Grisham, John","2019","J GRIS",,,"0","0","25.00","2019-05-13","2019-06-10"
"OCRL-SOPER","31040002281458","0","JUV","The Usborne encyclopedia of ancient Egypt","Harvey, Gill.","2002","J 932.01 HARV","900","930","0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002281466","1","JUV","Time for cranberries","Detlefsen, Lisl H.","2015","E DETL",,,"0","0","25.00","2019-05-17","2019-06-11"
"OCRL-SOPER","31040002281474","1","JUV","The Usborne big book of science experiments",,"2011","J 507.8 USBO","500","500","0","0","25.00","2019-05-17","2019-06-13"
"OCRL-SOPER","31040002281482","2","JUV","Right this very minute : a table-to-farm book about food and farming","Detlefsen, Lisl H.","2019","J 641.3 DETL","600","640","1","0","25.00","2019-05-17","2019-06-19"
"OCRL-SOPER","31040002281490","1","YA","Turtles all the way down","Green, John 1977-","2017","YA GREE",,,"0","0","25.00","2019-05-17","2019-06-13"
"OCRL-SOPER","31040002281508","1","YA","Eliza and Her Monsters","Zappia, Francesca","2017","YA ZAPP",,,"0","0","25.00","2019-05-17","2019-06-13"
"OCRL-SOPER","31040002281516","1","JUV","The dreadful tale of Prosper Redding","Bracken, Alexandra","2017","J BRAC",,,"0","0","25.00","2019-05-17","2019-06-18"
"OCRL-SOPER","31040002281524","0","YA","The last star","Yancey, Richard","2016","YA YANC",,,"0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002281532","1","JUV","The mesmerist","Smith, Ronald L. (Ronald Lenard) 1959-","2016","J SMIT",,,"0","0","25.00","2019-05-17","2019-06-17"
"OCRL-SOPER","31040002281540","0","YA","This savage song","Schwab, Victoria","2016","YA SCHW",,,"0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002281557","0","YA","Our dark duet","Schwab, Victoria","2017","YA SCHW",,,"0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002281565","0","YA","The upside of unrequited","Albertalli, Becky","2017","YA ALBE",,,"0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002281573","1","JUV","Hoodoo","Smith, Ronald L. (Ronald Lenard) 1959-","2015","J SMIT",,,"0","0","25.00","2019-05-17","2019-06-11"
"OCRL-SOPER","31040002281581","0","YA","Fantastic beasts and where to find them : the original screenplay","Rowling, J. K.","2016","YA ROWL",,,"0","0","25.00","2019-05-17","2019-05-23"
"OCRL-SOPER","31040002283512","0","JUV","The epic adventures of Huggie & Stick","Daywalt, Drew","2018","E DAYW",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283520","0","JUV","Pig the stinker","Blabey, Aaron","2019","E BLAB",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283538","0","JUV","Remarkably you","Miller, Pat Zietlow","2019","E 155.22 MILL","100","150","0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283546","1","NEW-BKS","The bookshop of the broken hearted","Hillman, Robert 1948-","2019","FIC HILL",,,"0","0","25.00","2019-05-28","2019-06-27"
"OCRL-SOPER","31040002283553","1","NEW-BKS","Confessions of an innocent man : a novel","Dow, David R.","2019","FIC DOW",,,"0","0","25.00","2019-05-28","2019-06-19"
"OCRL-SOPER","31040002283561","1","NEW-BKS","The big Kahuna","Evanovich, Janet","2019","FIC EVAN",,,"0","0","25.00","2019-05-28","2019-06-04"
"OCRL-SOPER","31040002283579","0","NEW-BKS","Cari Mora","Harris, Thomas 1940-","2019","FIC HARR",,,"0","0","25.00","2019-05-28","2019-06-04"
"OCRL-SOPER","31040002283587","0","NEW-BKS","Middlegame","McGuire, Seanan","2019","FIC MCGU",,,"0","0","25.00","2019-05-28","2019-06-04"
"OCRL-SOPER","31040002283595","1","NEW-BKS","A boy and his dog at the end of the world","Fletcher, Charlie 1960-","2019","FIC FLET",,,"0","0","25.00","2019-05-28","2019-06-27"
"OCRL-SOPER","31040002283603","0","YA","Refugee","Gratz, Alan 1972-","2017","YA GRAT",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283611","0","JUV","Song for a whale","Kelly, Lynne 1969-","2019","J KELL",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283629","1","JUV","Narwhal : unicorn of the sea","Clanton, Ben 1988-","2016","J CLAN",,,"0","0","25.00","2019-05-28","2019-06-18"
"OCRL-SOPER","31040002283637","0","JUV","Mal's spell book","McLeef, Tina","2015","J MCLE",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283645","0","JUV","Mal's spell book II : more wicked magic","McLeef, Tina","2017","J MCLE",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283652","0","JUV","Fish in a tree","Hunt, Lynda Mullaly.","2015","J HUNT",,,"0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283660","0","YA","The Giver","Russell, P. Craig","2019","YA 741.5973 RUSS","700","740","0","0","25.00","2019-05-28","2019-05-30"
"OCRL-SOPER","31040002283678","0","JUV","The care & keeping of you : the body book for younger girls","Schaefer, Valorie Lee.","2012","J 613.0424 SCHA","600","610","0","0","25.00","2019-05-28","2019-05-30"
